loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,start_date,status
4295,52364,98,Education Loan,225178.61,14.46,24,2015-04-12,Active
4296,39126,126,Education Loan,370618.59,9.52,60,2019-05-06,Active
4297,54239,52,Personal Loan,292393.8,14.38,240,2010-09-10,Active
4298,29820,101,Auto Loan,1551959.48,11.18,84,2023-02-03,Closed
4299,47250,18,Business Loan,965426.49,7.32,60,2011-04-18,Active
4300,23369,149,Auto Loan,24548.54,12.44,240,2017-04-15,Active
4301,7604,144,Business Loan,417153.07,12.67,12,2025-05-04,Defaulted
4302,24841,116,Education Loan,354306.52,9.27,24,2010-11-23,Defaulted
4303,4912,71,Education Loan,160220.67,10.1,24,2010-12-27,Active
4304,7753,100,Business Loan,310833.2,12.87,120,2014-06-13,Active
4305,25405,39,Home Loan,185001.09,9.07,120,2023-01-25,Written Off
4306,26801,15,Business Loan,335862.1,10.23,12,2019-05-11,Active
4307,4730,64,Home Loan,111724.53,13.78,240,2024-04-02,Active
4308,11241,128,Education Loan,289611.54,15.24,12,2018-06-03,Closed
4309,16053,69,Home Loan,782678.78,7.84,24,2016-03-13,Active
4310,48508,88,Education Loan,313333.76,8.5,120,2017-02-14,Closed
4311,38292,54,Personal Loan,753990.61,13.96,180,2014-09-13,Active
4312,2456,22,Education Loan,251713.55,12.06,24,2016-03-13,Closed
4313,43192,57,Auto Loan,850147.81,11.99,240,2025-04-23,Active
4314,52006,141,Education Loan,242383.56,13.02,84,2015-09-13,Active
4315,10656,35,Education Loan,78012.77,6.93,84,2017-10-19,Closed
4316,10403,32,Home Loan,902506.85,9.31,84,2012-11-05,Active
4317,31736,69,Business Loan,645608.0,9.61,240,2015-12-02,Active
4318,55838,88,Business Loan,646909.43,7.29,12,2013-04-07,Written Off
4319,11626,146,Home Loan,60015.88,8.96,180,2018-10-04,Defaulted
4320,59517,26,Gold Loan,149824.7,13.25,12,2019-11-22,Active
4321,27961,20,Education Loan,96946.68,12.67,240,2016-12-29,Closed
4322,1151,25,Home Loan,129132.58,8.9,120,2016-06-15,Active
4323,37016,22,Education Loan,553942.18,16.27,240,2016-11-14,Active
4324,11377,14,Auto Loan,150932.38,14.08,12,2019-03-14,Active
4325,54217,91,Gold Loan,237683.86,10.97,60,2012-11-25,Closed
4326,24926,127,Education Loan,452133.79,16.3,36,2021-07-12,Active
4327,45541,77,Business Loan,421330.06,12.61,12,2013-02-19,Closed
4328,31733,25,Home Loan,1203277.79,11.43,24,2025-02-09,Active
4329,19895,1,Education Loan,567254.48,7.71,24,2018-11-11,Closed
4330,20266,33,Business Loan,69571.16,6.52,12,2015-09-08,Active
4331,21288,82,Personal Loan,293505.88,10.27,60,2022-11-05,Closed
4332,25273,95,Business Loan,234379.72,13.35,120,2016-01-29,Active
4333,27730,121,Business Loan,639585.61,15.82,120,2012-03-06,Closed
4334,20608,140,Education Loan,246628.89,14.16,180,2018-04-15,Active
4335,42514,127,Auto Loan,852113.58,13.36,180,2022-08-18,Active
4336,27228,133,Education Loan,80593.55,8.86,84,2024-11-30,Active
4337,30299,108,Business Loan,47405.16,9.65,180,2012-07-24,Closed
4338,52107,31,Gold Loan,25639.23,7.74,24,2013-04-01,Active
4339,52637,106,Business Loan,95202.9,9.58,60,2014-09-12,Defaulted
4340,21555,16,Education Loan,215153.57,15.57,60,2022-01-11,Active
4341,39940,31,Business Loan,247099.57,15.36,84,2021-04-19,Written Off
4342,31336,40,Education Loan,46264.14,10.31,240,2020-07-11,Active
4343,53891,5,Auto Loan,1139183.43,13.95,12,2021-09-06,Closed
4344,19679,82,Gold Loan,252401.93,7.72,180,2014-12-09,Active
4345,37547,104,Business Loan,522974.82,9.52,36,2018-08-29,Defaulted
4346,41967,122,Home Loan,31226.63,12.1,240,2022-12-27,Closed
4347,50206,35,Personal Loan,240478.04,13.06,240,2024-11-08,Defaulted
4348,57199,27,Auto Loan,201475.98,16.35,60,2021-08-07,Active
4349,19786,8,Auto Loan,68824.86,10.29,120,2016-05-10,Active
4350,54423,45,Business Loan,205358.05,10.99,120,2022-09-30,Closed
4351,52056,93,Home Loan,342380.24,10.99,120,2011-04-27,Active
4352,23407,121,Education Loan,113084.59,15.84,84,2022-11-14,Active
4353,54558,145,Education Loan,184414.11,14.11,84,2010-05-18,Active
4354,11437,47,Home Loan,54821.06,11.32,12,2018-12-26,Closed
4355,25774,41,Business Loan,290316.96,9.18,84,2016-11-28,Closed
4356,24467,97,Education Loan,834331.59,15.75,60,2021-02-17,Closed
4357,6601,129,Business Loan,78053.7,11.46,12,2023-12-02,Written Off
4358,10811,35,Home Loan,526580.76,8.4,84,2012-09-05,Closed
4359,1640,12,Home Loan,515215.17,12.36,180,2010-06-04,Closed
4360,3349,57,Education Loan,1216047.31,10.45,240,2018-08-03,Closed
4361,4260,136,Auto Loan,22597.98,12.52,240,2010-02-23,Active
4362,54093,70,Personal Loan,447520.13,12.1,120,2023-06-08,Active
4363,3881,97,Personal Loan,168994.37,10.37,60,2016-03-18,Active
4364,34144,52,Auto Loan,443183.23,8.15,24,2010-04-26,Closed
4365,45324,87,Gold Loan,320691.85,9.09,60,2014-05-13,Active
4366,20448,42,Business Loan,165453.22,15.65,120,2013-04-30,Closed
4367,44105,44,Auto Loan,399370.62,12.39,12,2010-03-28,Active
4368,54214,29,Auto Loan,1216160.27,15.69,180,2016-09-06,Active
4369,8784,131,Business Loan,380818.69,7.88,120,2024-10-29,Active
4370,10381,146,Home Loan,230173.09,12.43,24,2011-12-19,Active
4371,8621,106,Auto Loan,155777.86,12.36,60,2024-04-29,Active
4372,51042,117,Personal Loan,1274008.79,13.59,240,2011-11-15,Active
4373,462,7,Gold Loan,730256.39,11.39,24,2012-12-12,Active
4374,39226,111,Home Loan,156814.56,15.02,120,2018-08-20,Active
4375,157,103,Personal Loan,277152.15,7.93,84,2020-02-25,Active
4376,55038,121,Education Loan,187254.2,6.56,24,2016-05-26,Active
4377,58689,116,Home Loan,203990.76,12.1,240,2023-08-22,Active
4378,13842,149,Auto Loan,97609.13,15.31,240,2016-07-20,Active
4379,5701,95,Business Loan,108917.28,11.06,12,2017-02-23,Active
4380,27013,89,Auto Loan,291134.94,7.08,60,2013-10-23,Active
4381,53342,87,Auto Loan,113784.17,15.9,240,2024-11-11,Active
4382,54045,4,Home Loan,641463.2,12.96,24,2022-09-28,Active
4383,27765,33,Gold Loan,75830.8,7.98,12,2020-06-04,Closed
4384,17377,21,Auto Loan,351944.39,7.05,84,2018-02-06,Active
4385,47864,119,Home Loan,319490.9,13.62,12,2023-04-20,Active
4386,53641,59,Home Loan,1114485.84,9.06,240,2022-06-12,Closed
4387,58725,44,Auto Loan,190170.53,7.5,60,2014-12-14,Active
4388,54122,24,Personal Loan,1814257.96,15.18,240,2018-11-23,Active
4389,1712,82,Business Loan,39267.97,14.62,36,2010-11-18,Active
4390,28796,99,Auto Loan,314291.28,14.56,36,2019-11-14,Active
4391,14178,45,Business Loan,652308.27,13.79,36,2014-10-26,Active
4392,39932,73,Auto Loan,258682.95,15.82,180,2016-11-11,Active
4393,56380,21,Education Loan,676873.51,9.5,180,2013-01-13,Active
4394,41310,67,Personal Loan,1296807.2,10.47,84,2012-06-12,Active
4395,43655,141,Education Loan,42585.24,7.63,240,2022-09-18,Closed
4396,45785,105,Gold Loan,31311.39,8.33,84,2018-08-16,Defaulted
4397,36350,102,Education Loan,103814.49,7.09,120,2012-09-05,Active
4398,54627,49,Education Loan,884359.33,8.67,180,2014-02-03,Active
4399,47276,15,Gold Loan,138543.64,11.55,12,2024-07-16,Active
4400,21116,86,Education Loan,29300.59,10.66,12,2022-06-28,Active
4401,49282,35,Business Loan,467490.02,10.68,240,2020-10-16,Active
4402,3711,3,Personal Loan,395317.73,9.56,84,2018-08-26,Defaulted
4403,22567,64,Auto Loan,566243.11,13.98,180,2013-11-02,Active
4404,22225,125,Gold Loan,126426.12,15.01,180,2020-02-15,Closed
4405,13091,107,Auto Loan,651144.02,12.36,12,2025-05-15,Active
4406,42164,36,Education Loan,159851.04,11.76,24,2011-06-27,Active
4407,59063,58,Business Loan,123498.65,15.05,60,2021-10-07,Active
4408,45726,125,Personal Loan,1140996.22,9.5,84,2018-05-12,Active
4409,53120,66,Education Loan,123334.56,9.95,180,2010-10-03,Closed
4410,59531,30,Education Loan,99277.3,13.55,12,2020-09-30,Closed
4411,52885,96,Education Loan,900933.84,15.05,24,2018-03-20,Active
4412,30875,73,Home Loan,492430.1,14.13,60,2019-11-12,Active
4413,10567,19,Education Loan,641325.12,16.42,60,2015-02-12,Active
4414,51088,150,Education Loan,275284.29,10.46,180,2022-01-26,Closed
4415,46121,35,Home Loan,686610.48,10.59,120,2011-05-02,Active
4416,8577,33,Gold Loan,124721.24,8.87,240,2015-07-02,Active
4417,24462,36,Gold Loan,276165.98,14.2,120,2016-03-06,Closed
4418,53080,138,Personal Loan,124029.91,15.4,12,2022-06-30,Written Off
4419,13531,16,Gold Loan,420238.65,9.41,240,2017-09-20,Active
4420,27500,123,Home Loan,326087.67,14.13,24,2022-12-06,Active
4421,43879,101,Education Loan,507395.26,13.58,180,2010-01-16,Closed
4422,25198,23,Auto Loan,202413.4,13.06,120,2022-03-27,Active
4423,55032,95,Education Loan,29934.66,10.36,36,2019-09-17,Active
4424,52166,22,Personal Loan,80769.94,10.51,180,2010-03-08,Active
4425,18768,26,Home Loan,831082.6,8.01,120,2013-04-01,Active
4426,55760,149,Education Loan,68101.64,6.66,180,2016-08-01,Closed
4427,59706,34,Gold Loan,467854.37,14.65,36,2017-05-11,Active
4428,36681,63,Home Loan,205420.59,15.01,180,2011-05-08,Active
4429,32295,37,Home Loan,296672.44,13.86,180,2025-04-09,Active
4430,46199,32,Personal Loan,389584.29,7.42,60,2012-07-03,Closed
4431,20175,78,Home Loan,699585.95,14.05,240,2022-07-18,Active
4432,56005,142,Education Loan,298841.73,14.56,60,2016-09-21,Active
4433,18351,142,Business Loan,252396.86,16.08,120,2017-05-18,Active
4434,24529,72,Personal Loan,984685.99,14.27,120,2022-09-27,Closed
4435,25979,135,Auto Loan,751382.18,13.9,180,2020-06-29,Active
4436,21231,17,Home Loan,277765.84,10.82,84,2020-01-22,Active
4437,42741,53,Business Loan,415048.98,13.73,240,2017-12-23,Defaulted
4438,22281,150,Personal Loan,87936.71,13.47,36,2015-09-23,Active
4439,1776,86,Business Loan,121860.23,13.85,180,2016-08-06,Active
4440,20109,10,Personal Loan,54795.09,7.75,120,2013-02-12,Active
4441,30198,16,Home Loan,66339.02,11.31,240,2010-06-05,Closed
4442,24556,26,Education Loan,204516.41,14.92,240,2025-03-09,Closed
4443,51548,2,Auto Loan,63487.36,15.74,60,2016-04-30,Active
4444,6543,9,Home Loan,241746.41,14.06,36,2015-10-25,Active
4445,26166,2,Home Loan,158431.46,11.84,24,2013-08-05,Closed
4446,33072,148,Home Loan,256401.4,14.79,84,2011-07-13,Active
4447,36050,100,Business Loan,740120.32,6.56,120,2020-04-11,Active
4448,33353,114,Personal Loan,318636.64,12.3,24,2011-07-17,Closed
4449,29119,87,Gold Loan,1081560.71,9.05,24,2012-06-02,Active
4450,38033,25,Home Loan,508348.58,11.53,60,2019-07-11,Active
4451,48780,125,Gold Loan,796308.57,7.11,84,2010-05-08,Active
4452,17776,2,Auto Loan,374123.25,8.62,24,2010-04-05,Closed
4453,14169,100,Education Loan,131688.56,7.64,24,2021-02-06,Closed
4454,42347,73,Business Loan,715137.19,12.12,120,2020-07-17,Closed
4455,35012,3,Education Loan,34517.16,6.88,36,2017-03-13,Defaulted
4456,22434,67,Business Loan,69184.44,16.26,12,2011-05-01,Active
4457,55035,84,Auto Loan,69757.19,6.85,60,2021-02-19,Active
4458,25344,140,Education Loan,190553.85,12.5,60,2017-02-13,Active
4459,35918,16,Auto Loan,832704.89,14.54,120,2018-04-27,Active
4460,51558,91,Auto Loan,290907.62,11.46,120,2024-02-18,Active
4461,35034,113,Personal Loan,443920.56,8.96,24,2014-01-19,Active
4462,50513,87,Auto Loan,106470.6,11.63,24,2010-10-03,Active
4463,26032,33,Personal Loan,82017.67,8.29,84,2010-05-30,Active
4464,47201,123,Auto Loan,191744.35,14.61,12,2018-05-07,Active
4465,25839,49,Education Loan,885085.98,12.41,12,2014-02-06,Closed
4466,2450,131,Home Loan,846515.02,6.94,12,2012-03-12,Active
4467,24337,42,Gold Loan,1225957.23,9.64,36,2018-07-11,Active
4468,19592,57,Education Loan,29751.59,8.22,24,2016-11-29,Closed
4469,11927,103,Auto Loan,178218.46,15.43,240,2017-08-19,Active
4470,18265,102,Education Loan,443784.38,10.77,12,2023-01-28,Closed
4471,52524,80,Home Loan,246821.97,12.18,24,2013-07-11,Active
4472,44230,131,Education Loan,650214.55,13.85,120,2019-12-31,Active
4473,40712,92,Home Loan,349717.84,12.98,60,2011-10-28,Closed
4474,10289,72,Business Loan,169342.41,7.98,60,2024-03-17,Closed
4475,35645,96,Auto Loan,488680.7,13.42,180,2010-07-08,Closed
4476,33599,87,Gold Loan,746407.3,12.77,120,2018-07-29,Closed
4477,44602,134,Auto Loan,177413.11,12.44,12,2016-02-03,Closed
4478,9226,92,Auto Loan,506184.76,6.97,180,2013-09-19,Active
4479,53224,62,Home Loan,222057.81,15.43,84,2014-10-10,Active
4480,17393,62,Personal Loan,578556.86,11.58,36,2024-12-05,Closed
4481,42496,44,Auto Loan,76555.63,12.23,84,2015-07-08,Active
4482,27535,50,Home Loan,648388.89,14.23,240,2017-07-17,Closed
4483,29775,94,Gold Loan,90396.2,11.52,24,2012-10-09,Active
4484,26930,31,Education Loan,452079.96,10.97,120,2022-11-21,Active
4485,30314,140,Education Loan,271443.79,13.54,36,2023-11-20,Closed
4486,39123,99,Business Loan,433024.66,11.9,120,2013-12-04,Closed
4487,6775,82,Home Loan,499321.54,13.76,36,2018-02-22,Written Off
4488,51728,73,Personal Loan,53005.14,6.9,36,2022-05-04,Active
4489,39521,77,Home Loan,533819.88,6.61,120,2018-11-07,Active
4490,40772,60,Personal Loan,1470886.16,9.45,240,2015-09-01,Closed
4491,52866,103,Auto Loan,825717.75,9.91,36,2010-03-17,Defaulted
4492,44673,65,Business Loan,363558.37,8.99,240,2017-04-29,Closed
4493,37495,125,Gold Loan,848038.73,10.93,36,2023-11-19,Active
4494,50025,112,Personal Loan,170545.73,9.43,24,2022-03-29,Active
4495,35115,130,Business Loan,165347.91,12.77,180,2013-12-15,Active
4496,26686,56,Gold Loan,155809.87,10.5,240,2023-11-08,Defaulted
4497,27442,31,Gold Loan,149011.22,12.77,24,2024-02-21,Defaulted
4498,29739,3,Gold Loan,138859.45,13.51,12,2011-07-16,Active
4499,57529,116,Personal Loan,493379.54,16.3,240,2010-10-03,Active
4500,35166,14,Education Loan,195018.58,13.18,180,2012-12-04,Defaulted
4501,31344,130,Auto Loan,52353.34,7.48,60,2021-06-01,Active
4502,6950,4,Auto Loan,290910.88,11.14,84,2014-05-21,Active
4503,40326,80,Gold Loan,37099.48,9.65,84,2025-05-01,Defaulted
4504,43876,135,Home Loan,248983.32,11.74,240,2023-01-30,Active
4505,22894,58,Education Loan,842842.9,6.74,240,2023-12-17,Closed
4506,34023,46,Home Loan,64843.52,13.18,60,2014-04-09,Active
4507,52557,87,Home Loan,189326.49,7.1,60,2022-12-27,Closed
4508,47559,114,Education Loan,384218.78,15.67,36,2022-06-18,Active
4509,6045,18,Gold Loan,349454.77,9.92,36,2012-08-23,Defaulted
4510,9707,29,Education Loan,45815.99,13.16,240,2012-01-19,Defaulted
4511,25825,119,Personal Loan,181499.31,6.53,180,2022-07-25,Active
4512,14081,118,Business Loan,31668.41,16.11,240,2014-06-26,Active
4513,222,147,Auto Loan,130308.82,13.02,12,2010-04-20,Active
4514,35280,29,Auto Loan,695261.94,13.51,24,2020-07-07,Closed
4515,23409,77,Personal Loan,102332.75,9.6,36,2012-02-04,Closed
4516,19865,125,Education Loan,363955.02,14.13,60,2017-11-30,Active
4517,30793,117,Home Loan,219010.18,14.76,36,2018-06-03,Active
4518,58473,99,Business Loan,81986.71,14.85,12,2020-06-18,Closed
4519,47382,120,Home Loan,125493.83,11.48,36,2019-04-17,Closed
4520,56490,20,Personal Loan,720577.28,11.34,180,2012-02-15,Closed
4521,54080,91,Business Loan,368979.11,9.33,84,2021-11-06,Active
4522,13028,46,Business Loan,800852.48,9.59,60,2016-02-07,Active
4523,40710,113,Gold Loan,2047209.11,6.98,84,2011-01-17,Defaulted
4524,36289,48,Education Loan,280304.84,7.99,60,2011-10-29,Closed
4525,59855,141,Personal Loan,57985.02,10.35,60,2024-06-04,Closed
4526,10552,134,Personal Loan,70453.09,15.06,60,2013-05-02,Active
4527,8106,77,Gold Loan,81920.56,13.11,180,2020-04-15,Active
4528,44383,27,Auto Loan,46772.46,11.04,36,2017-10-02,Active
4529,31834,66,Business Loan,667867.63,10.86,12,2020-11-12,Active
4530,2244,40,Gold Loan,661386.95,8.2,60,2019-12-13,Active
4531,1980,17,Personal Loan,442591.25,10.98,240,2014-02-05,Active
4532,1712,35,Business Loan,78980.24,11.58,84,2023-01-20,Active
4533,54309,12,Auto Loan,1336082.62,9.12,24,2024-05-21,Active
4534,32410,32,Business Loan,488968.28,7.16,240,2013-02-22,Active
4535,42233,130,Business Loan,318211.53,7.14,60,2017-06-09,Closed
4536,4184,66,Education Loan,1041737.16,6.64,180,2021-03-01,Active
4537,18769,89,Education Loan,169295.01,9.78,36,2017-09-30,Active
4538,43247,7,Personal Loan,136236.65,14.97,84,2014-12-11,Active
4539,13617,48,Home Loan,460216.81,14.02,12,2018-07-30,Closed
4540,474,48,Auto Loan,247876.75,14.34,120,2010-08-19,Active
4541,19004,11,Personal Loan,476613.95,12.83,120,2024-12-04,Active
4542,19179,62,Home Loan,66043.92,7.04,12,2022-10-30,Active
4543,42000,2,Home Loan,581211.26,8.1,24,2019-12-04,Active
4544,8793,92,Personal Loan,945818.68,15.73,36,2017-07-16,Closed
4545,30885,40,Gold Loan,325474.04,11.24,12,2024-09-16,Active
4546,24731,101,Home Loan,309233.58,12.78,84,2021-09-20,Active
4547,7845,101,Gold Loan,1149536.25,9.99,36,2017-04-11,Active
4548,35199,149,Personal Loan,1862377.36,14.3,36,2021-10-26,Defaulted
4549,49035,70,Gold Loan,682253.3,7.11,60,2017-01-02,Active
4550,12649,27,Business Loan,209536.89,16.34,24,2024-07-16,Closed
4551,27699,88,Business Loan,70102.84,11.74,120,2022-03-25,Active
4552,28272,71,Home Loan,1511950.52,16.21,36,2015-12-02,Closed
4553,49201,126,Gold Loan,262818.57,10.63,180,2019-04-29,Active
4554,57457,92,Business Loan,259119.47,8.41,84,2018-10-31,Active
4555,33187,75,Business Loan,49062.48,9.43,180,2012-08-02,Active
4556,55996,27,Personal Loan,277318.27,11.09,120,2021-04-01,Defaulted
4557,15185,137,Education Loan,167003.53,13.84,84,2011-03-27,Closed
4558,47565,40,Gold Loan,795462.97,14.94,120,2020-06-29,Active
4559,29789,125,Business Loan,107878.28,15.42,36,2012-09-09,Active
4560,34968,89,Personal Loan,234814.01,13.36,120,2022-10-28,Active
4561,59465,5,Home Loan,66811.83,15.86,60,2013-02-18,Active
4562,35235,47,Gold Loan,683226.53,9.55,240,2012-08-14,Active
4563,36606,9,Education Loan,557195.05,12.29,24,2015-04-28,Active
4564,57932,67,Auto Loan,184793.78,15.07,180,2012-09-05,Active
4565,48748,37,Business Loan,606955.04,14.06,120,2019-01-23,Active
4566,32991,127,Auto Loan,110905.71,11.06,240,2015-04-16,Active
4567,29323,140,Personal Loan,327457.06,12.61,36,2020-09-13,Closed
4568,36824,91,Gold Loan,1587525.09,13.39,180,2015-08-03,Closed
4569,37070,110,Gold Loan,850455.49,13.36,36,2010-09-15,Active
4570,13190,84,Business Loan,614721.99,8.54,180,2019-04-09,Active
4571,54759,105,Home Loan,58349.29,13.4,120,2015-04-20,Active
4572,6537,150,Auto Loan,914599.19,7.75,240,2012-11-16,Active
4573,53378,96,Gold Loan,72151.8,15.71,84,2015-03-04,Active
4574,42282,128,Personal Loan,638218.63,12.49,24,2020-11-26,Active
4575,55065,32,Gold Loan,29264.08,8.27,180,2025-04-20,Active
4576,51224,90,Personal Loan,181732.47,13.12,12,2020-03-04,Active
4577,20695,83,Home Loan,167929.01,10.18,36,2015-01-17,Active
4578,42617,65,Business Loan,484361.8,8.89,36,2017-09-23,Closed
4579,58413,87,Gold Loan,60630.82,15.87,120,2018-12-15,Active
4580,32469,9,Home Loan,76054.51,15.8,60,2012-04-17,Defaulted
4581,31268,82,Business Loan,1045539.88,15.09,240,2023-03-17,Closed
4582,16410,134,Auto Loan,581968.3,10.47,180,2023-01-17,Active
4583,16074,18,Business Loan,234378.66,7.54,24,2022-01-04,Closed
4584,59491,141,Business Loan,570043.1,15.06,24,2015-07-14,Active
4585,22667,84,Business Loan,174474.22,11.56,120,2019-03-10,Active
4586,20532,96,Business Loan,114500.37,14.19,24,2019-08-02,Active
4587,14833,55,Home Loan,322806.8,10.51,180,2012-11-09,Active
4588,17570,41,Gold Loan,2297892.36,9.22,36,2024-09-14,Active
4589,12726,58,Gold Loan,634338.43,7.37,24,2022-03-14,Active
4590,22642,69,Education Loan,211440.02,7.66,84,2010-02-01,Active
4591,15550,67,Personal Loan,339809.74,9.37,240,2024-02-18,Active
4592,10501,62,Gold Loan,425665.25,8.45,180,2014-08-14,Active
4593,51915,140,Education Loan,216261.97,13.24,12,2016-05-17,Active
4594,1873,106,Auto Loan,998071.61,10.85,120,2019-06-14,Closed
4595,41545,66,Home Loan,847205.83,14.54,60,2018-03-24,Active
4596,29562,20,Business Loan,63073.88,14.52,12,2011-12-03,Active
4597,44583,2,Home Loan,46412.82,8.12,240,2011-01-06,Active
4598,16923,73,Business Loan,424414.72,7.48,120,2021-09-04,Active
4599,59989,21,Auto Loan,560036.31,12.95,240,2024-08-14,Active
4600,38810,73,Home Loan,1922628.37,13.73,12,2014-08-24,Active
4601,10939,32,Auto Loan,256410.66,8.63,120,2024-05-11,Active
4602,54025,55,Gold Loan,70547.01,6.69,84,2012-10-10,Active
4603,21924,43,Auto Loan,1566163.25,9.55,24,2018-11-08,Active
4604,31326,24,Personal Loan,483538.78,14.23,84,2019-02-14,Active
4605,12344,128,Education Loan,403534.06,9.58,36,2010-09-02,Written Off
4606,38203,79,Gold Loan,55312.25,7.33,12,2011-10-07,Closed
4607,48321,46,Education Loan,50029.81,15.78,180,2016-02-09,Closed
4608,30783,7,Auto Loan,1631337.96,13.61,84,2015-02-15,Closed
4609,47920,80,Auto Loan,115555.82,13.93,12,2023-08-12,Active
4610,37522,61,Education Loan,181501.15,14.71,240,2013-03-26,Defaulted
4611,55180,111,Education Loan,556228.08,11.98,120,2023-06-15,Active
4612,48977,81,Education Loan,270484.88,16.3,84,2025-02-16,Active
4613,17554,32,Home Loan,55798.02,8.37,180,2015-12-18,Active
4614,588,14,Personal Loan,289575.45,15.91,60,2013-03-06,Defaulted
4615,9728,13,Personal Loan,177613.92,13.69,120,2023-11-30,Active
4616,2237,18,Personal Loan,733688.93,15.71,180,2023-12-14,Active
4617,6811,124,Home Loan,88898.98,7.72,24,2024-02-11,Closed
4618,29978,41,Auto Loan,1249050.12,13.91,180,2019-09-27,Active
4619,42292,51,Business Loan,1074301.94,6.67,60,2019-05-27,Closed
4620,39635,129,Gold Loan,30460.37,10.7,24,2015-12-24,Active
4621,47057,61,Education Loan,2417771.51,16.29,60,2012-09-29,Active
4622,21183,138,Education Loan,1195329.59,10.45,240,2022-10-09,Written Off
4623,33819,77,Home Loan,878711.86,10.16,180,2016-04-25,Active
4624,29257,64,Education Loan,461204.24,14.39,60,2014-07-06,Closed
4625,49258,83,Gold Loan,168683.15,8.74,120,2021-03-18,Closed
4626,49409,16,Auto Loan,568979.26,15.27,12,2019-03-20,Active
4627,31450,7,Business Loan,228848.29,10.28,36,2015-08-28,Active
4628,59766,60,Personal Loan,40977.3,12.28,60,2011-05-03,Active
4629,56761,25,Business Loan,704613.03,9.49,24,2011-10-21,Active
4630,28024,32,Personal Loan,100729.97,7.62,240,2014-07-28,Active
4631,17740,140,Home Loan,221177.86,7.95,240,2014-03-20,Active
4632,59782,108,Personal Loan,1178706.48,7.58,60,2019-08-26,Active
4633,12174,54,Home Loan,142605.72,8.32,12,2010-06-07,Active
4634,59323,122,Home Loan,422862.32,10.47,180,2016-09-13,Active
4635,5011,120,Personal Loan,597311.84,7.9,24,2010-02-23,Active
4636,11027,146,Business Loan,884132.79,12.1,120,2011-10-13,Closed
4637,1159,139,Education Loan,226239.83,12.53,60,2016-08-30,Active
4638,51969,117,Business Loan,689871.98,12.04,240,2020-04-10,Active
4639,10442,39,Gold Loan,152943.49,8.27,84,2014-04-14,Closed
4640,45923,115,Home Loan,220343.5,12.33,60,2018-09-15,Closed
4641,22313,72,Gold Loan,228959.8,10.39,12,2012-01-18,Active
4642,27397,118,Education Loan,384256.38,6.53,120,2019-07-05,Active
4643,43310,86,Gold Loan,301061.56,11.67,84,2020-06-24,Active
4644,26632,1,Education Loan,643398.08,14.91,84,2012-10-26,Active
4645,21871,106,Auto Loan,1191611.71,11.83,240,2020-09-26,Active
4646,30087,94,Education Loan,2414945.49,12.32,240,2016-03-30,Active
4647,57836,71,Personal Loan,51662.61,7.09,12,2018-01-20,Active
4648,42184,120,Gold Loan,385127.29,14.18,240,2019-06-04,Defaulted
4649,54045,69,Education Loan,734213.48,10.16,120,2017-04-29,Active
4650,18280,134,Education Loan,44480.96,6.97,84,2014-12-22,Active
4651,1552,95,Gold Loan,23276.68,13.1,24,2018-10-28,Active
4652,50333,46,Education Loan,591662.91,13.97,84,2018-04-18,Active
4653,50930,115,Business Loan,97498.93,12.09,180,2022-06-26,Active
4654,21815,122,Business Loan,314957.73,11.11,36,2019-10-16,Active
4655,10524,130,Business Loan,532244.06,16.32,120,2014-07-12,Defaulted
4656,6800,78,Home Loan,697502.56,11.91,12,2011-12-24,Active
4657,53775,30,Gold Loan,610471.94,8.34,12,2012-12-09,Active
4658,5214,87,Business Loan,226411.37,8.88,120,2019-07-27,Active
4659,50696,146,Business Loan,454531.9,13.82,60,2018-01-08,Closed
4660,23316,10,Personal Loan,166098.46,8.78,180,2018-05-28,Active
4661,33369,57,Home Loan,1335655.37,6.85,180,2012-05-20,Closed
4662,20390,15,Business Loan,115828.61,12.8,240,2023-02-12,Closed
4663,2602,91,Business Loan,252064.71,7.27,12,2025-05-29,Active
4664,29593,127,Auto Loan,982884.09,10.75,240,2022-05-13,Active
4665,7180,2,Auto Loan,99065.92,11.46,60,2012-03-30,Active
4666,28040,87,Home Loan,509592.98,11.19,60,2011-02-12,Active
4667,49735,35,Auto Loan,84534.14,11.33,12,2024-12-26,Active
4668,45983,58,Business Loan,413613.41,7.84,240,2016-04-13,Written Off
4669,8430,51,Education Loan,580773.12,14.3,12,2014-07-21,Active
4670,39615,122,Gold Loan,103560.42,10.39,120,2013-08-05,Active
4671,43371,124,Personal Loan,828279.69,13.73,36,2018-02-14,Closed
4672,31591,59,Auto Loan,82358.45,15.92,240,2014-04-27,Active
4673,15052,61,Auto Loan,327464.27,7.85,60,2013-04-05,Active
4674,13215,78,Personal Loan,722277.48,10.69,120,2022-09-23,Active
4675,34423,19,Education Loan,135415.63,14.88,180,2020-02-29,Closed
4676,45359,36,Education Loan,140631.3,16.25,60,2015-11-29,Active
4677,37670,75,Gold Loan,172681.56,12.78,180,2020-06-08,Active
4678,35842,120,Home Loan,335384.93,10.41,24,2021-12-26,Active
4679,29969,106,Home Loan,687129.9,15.38,12,2017-11-21,Active
4680,48158,55,Auto Loan,122058.34,7.72,24,2018-03-16,Closed
4681,37880,105,Auto Loan,467995.21,11.61,180,2014-02-27,Active
