Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PlayerID,AstPer90,G+APer90,GlsPer90,G-PKPer90,G+A-PKPer90,SecondPos
164,Giovani dos Santos,FW,mx Mexico,25.0,1989,4,4,294,3.3,1,0,1,1,0,0,0,0,7dba6233,0.0,0.31,0.31,0.31,0.31,MF
165,Julian Draxler,FW,de Germany,20.0,1993,1,0,15,0.2,0,0,0,0,0,0,0,0,1a992676,0.0,0.0,0.0,0.0,0.0,MF
166,Josip Drmić,FW,ch Switzerland,21.0,1992,4,3,249,2.8,0,2,2,0,0,0,0,0,15ea94de,0.72,0.72,0.0,0.0,0.72,N/A
167,Didier Drogba,FW,ci Côte d'Ivoire,36.0,1978,3,1,137,1.5,0,0,0,0,0,0,1,0,945dea33,0.0,0.0,0.0,0.0,0.0,N/A
168,Óscar Duarte,DF,cr Costa Rica,25.0,1989,4,4,335,3.7,1,0,1,1,0,0,2,1,aa0ac32d,0.0,0.27,0.27,0.27,0.27,N/A
169,Alan Dzagoev,MF,ru Russia,23.0,1990,3,0,64,0.7,0,0,0,0,0,0,0,0,4c45cdc2,0.0,0.0,0.0,0.0,0.0,N/A
170,Edin Džeko,FW,ba Bosnia–Herz,28.0,1986,3,3,263,2.9,1,0,1,1,0,0,0,0,3bb7f478,0.0,0.34,0.34,0.34,0.34,N/A
171,Blerim Džemaili,MF,ch Switzerland,28.0,1986,3,0,57,0.6,1,0,1,1,0,0,0,0,756959aa,0.0,1.58,1.58,1.58,1.58,N/A
172,Éder,FW,pt Portugal,26.0,1987,3,1,206,2.3,0,0,0,0,0,0,0,0,f0fc9d0e,0.0,0.0,0.0,0.0,0.0,N/A
173,Emmanuel Emenike,FW,ng Nigeria,27.0,1987,4,4,360,4.0,0,2,2,0,0,0,0,0,df6bcd09,0.5,0.5,0.0,0.0,0.5,N/A
174,Yasuhito Endō,MF,jp Japan,34.0,1980,2,0,82,0.9,0,0,0,0,0,0,0,0,5b5420e2,0.0,0.0,0.0,0.0,0.0,N/A
175,Eyong Enoh,MF,cm Cameroon,28.0,1986,3,3,270,3.0,0,0,0,0,0,0,1,0,d3dcab48,0.0,0.0,0.0,0.0,0.0,N/A
176,Vincent Enyeama,GK,ng Nigeria,31.0,1982,4,4,360,4.0,0,0,0,0,0,0,0,0,62156b6a,0.0,0.0,0.0,0.0,0.0,N/A
177,Frickson Erazo,DF,ec Ecuador,26.0,1988,3,3,270,3.0,0,0,0,0,0,0,1,0,4ec7211b,0.0,0.0,0.0,0.0,0.0,N/A
178,Roger Espinoza,DF,hn Honduras,27.0,1986,3,3,225,2.5,0,0,0,0,0,0,0,0,60b7c195,0.0,0.0,0.0,0.0,0.0,MF
179,Michael Essien,DF,gh Ghana,31.0,1982,1,0,20,0.2,0,0,0,0,0,0,0,0,d6577282,0.0,0.0,0.0,0.0,0.0,MF
180,Samuel Eto'o,FW,cm Cameroon,33.0,1981,1,1,90,1.0,0,0,0,0,0,0,0,0,06420c93,0.0,0.0,0.0,0.0,0.0,N/A
181,Patrice Evra,DF,fr France,33.0,1981,4,4,360,4.0,0,1,1,0,0,0,1,0,51a3caf1,0.25,0.25,0.0,0.0,0.25,N/A
182,Marco Fabián,FW,mx Mexico,24.0,1989,3,0,44,0.5,0,0,0,0,0,0,0,0,e665a2db,0.0,0.0,0.0,0.0,0.0,MF
183,Cesc Fàbregas,FW,es Spain,27.0,1987,2,0,36,0.4,0,1,1,0,0,0,0,0,33508c78,2.5,2.5,0.0,0.0,2.5,MF
184,Viktor Fayzulin,MF,ru Russia,28.0,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,5d5c8506,0.0,0.0,0.0,0.0,0.0,N/A
185,Sofiane Feghouli,FW,dz Algeria,24.0,1989,4,4,390,4.3,1,2,3,0,1,1,0,0,691f64f5,0.46,0.69,0.23,0.0,0.46,MF
186,Marouane Fellaini,MF,be Belgium,26.0,1987,5,4,416,4.6,1,0,1,1,0,0,0,0,87575fd9,0.0,0.22,0.22,0.22,0.22,N/A
187,Leroy Fer,MF,nl Netherlands,24.0,1990,1,0,16,0.2,1,0,1,1,0,0,0,0,3cefa66a,0.0,5.63,5.63,5.63,5.63,N/A
188,Gelson Fernandes,MF,ch Switzerland,27.0,1986,1,0,55,0.6,0,0,0,0,0,0,1,0,8e58987d,0.0,0.0,0.0,0.0,0.0,N/A
189,Federico Fernández,DF,ar Argentina,25.0,1989,4,4,390,4.3,0,0,0,0,0,0,0,0,f25b010f,0.0,0.0,0.0,0.0,0.0,N/A
190,Fernandinho,DF,br Brazil,29.0,1985,5,3,296,3.3,1,0,1,1,0,0,1,0,101da2b5,0.0,0.3,0.3,0.3,0.3,MF
191,Giannis Fetfatzidis,MF,gr Greece,23.0,1990,2,1,74,0.8,0,0,0,0,0,0,0,0,d04d34c4,0.0,0.0,0.0,0.0,0.0,N/A
192,Maynor Figueroa,DF,hn Honduras,31.0,1983,3,3,270,3.0,0,0,0,0,0,0,0,0,d8524b21,0.0,0.0,0.0,0.0,0.0,N/A
193,Diego Forlán,FW,uy Uruguay,35.0,1979,2,2,111,1.2,0,0,0,0,0,0,0,0,d87d0dfc,0.0,0.0,0.0,0.0,0.0,MF
194,Ben Foster,GK,eng England,31.0,1983,1,1,90,1.0,0,0,0,0,0,0,0,0,d0b3ceb9,0.0,0.0,0.0,0.0,0.0,N/A
195,Ivan Franjic,DF,au Australia,26.0,1987,1,1,48,0.5,0,1,1,0,0,0,0,0,80b94fb9,1.87,1.87,0.0,0.0,1.87,FW
196,Fred,FW,br Brazil,30.0,1983,6,6,471,5.2,1,0,1,1,0,0,0,0,acaeba74,0.0,0.19,0.19,0.19,0.19,N/A
197,Jorge Fucile,DF,uy Uruguay,29.0,1984,1,0,13,0.1,0,0,0,0,0,0,0,0,30ad0dc7,0.0,0.0,0.0,0.0,0.0,N/A
198,Reuben Gabriel,MF,ng Nigeria,23.0,1990,1,0,32,0.4,0,0,0,0,0,0,0,0,bc5ed7cb,0.0,0.0,0.0,0.0,0.0,N/A
199,Fernando Gago,MF,ar Argentina,28.0,1986,6,3,375,4.2,0,0,0,0,0,0,0,0,e86337bd,0.0,0.0,0.0,0.0,0.0,N/A
200,Cristian Gamboa,DF,cr Costa Rica,24.0,1989,5,5,424,4.7,0,0,0,0,0,0,0,0,f27680d9,0.0,0.0,0.0,0.0,0.0,MF
201,Ezequiel Garay,DF,ar Argentina,27.0,1986,7,7,720,8.0,0,0,0,0,0,0,1,0,ac3fb1be,0.0,0.0,0.0,0.0,0.0,N/A
202,Boniek García,DF,hn Honduras,29.0,1984,3,2,202,2.2,0,0,0,0,0,0,1,0,889ce425,0.0,0.0,0.0,0.0,0.0,MF
203,Walter Gargano,MF,uy Uruguay,29.0,1984,1,1,59,0.7,0,0,0,0,0,0,1,0,f7cb73ec,0.0,0.0,0.0,0.0,0.0,N/A
204,Luis Garrido,FW,hn Honduras,23.0,1990,2,2,160,1.8,0,0,0,0,0,0,1,0,b050ea25,0.0,0.0,0.0,0.0,0.0,MF
205,Theofanis Gekas,FW,gr Greece,34.0,1980,4,1,184,2.0,0,0,0,0,0,0,0,0,244bc211,0.0,0.0,0.0,0.0,0.0,N/A
206,Steven Gerrard,MF,eng England,34.0,1980,3,2,198,2.2,0,0,0,0,0,0,1,0,caeb5442,0.0,0.0,0.0,0.0,0.0,N/A
207,Gervinho,FW,ci Côte d'Ivoire,27.0,1987,3,3,262,2.9,2,1,3,2,0,0,0,0,e468c053,0.34,1.03,0.69,0.69,1.03,MF
208,Nabil Ghilas,FW,dz Algeria,24.0,1990,3,0,39,0.4,0,0,0,0,0,0,1,0,cee627f6,0.0,0.0,0.0,0.0,0.0,MF
209,Reza Ghoochannejad,FW,ir IR Iran,26.0,1987,3,3,270,3.0,1,0,1,1,0,0,0,0,b1f31e45,0.0,0.33,0.33,0.33,0.33,MF
210,Faouzi Ghoulam,DF,dz Algeria,23.0,1991,2,2,210,2.3,0,0,0,0,0,0,0,0,c5adc293,0.0,0.0,0.0,0.0,0.0,N/A
211,Olivier Giroud,FW,fr France,27.0,1986,5,2,166,1.8,1,1,2,1,0,0,0,0,16ceb862,0.54,1.08,0.54,0.54,1.08,N/A
212,Denis Glushakov,MF,ru Russia,27.0,1987,3,3,206,2.3,0,0,0,0,0,0,1,0,c67b8590,0.0,0.0,0.0,0.0,0.0,N/A
213,Panagiotis Glykos,GK,gr Greece,27.0,1986,1,0,67,0.7,0,0,0,0,0,0,0,0,470eb063,0.0,0.0,0.0,0.0,0.0,N/A
214,Diego Godín,DF,uy Uruguay,28.0,1986,4,4,360,4.0,1,0,1,1,0,0,2,0,fc4f85b1,0.0,0.25,0.25,0.25,0.25,N/A
215,Álvaro González,MF,uy Uruguay,29.0,1984,4,3,264,2.9,0,0,0,0,0,0,0,0,873b892d,0.0,0.0,0.0,0.0,0.0,N/A
216,Giancarlo González,DF,cr Costa Rica,26.0,1988,5,5,510,5.7,0,0,0,0,0,0,2,0,117beb8f,0.0,0.0,0.0,0.0,0.0,N/A
217,Omar Gonzalez,DF,us United States,25.0,1988,3,2,211,2.3,0,0,0,0,0,0,1,0,0d2fe665,0.0,0.0,0.0,0.0,0.0,N/A
218,Mario Götze,FW,de Germany,22.0,1992,6,3,259,2.9,2,0,2,2,0,0,0,0,9efa1d25,0.0,0.69,0.69,0.69,0.69,MF
219,Max Gradel,FW,ci Côte d'Ivoire,26.0,1987,1,1,66,0.7,0,0,0,0,0,0,0,0,c5a500ca,0.0,0.0,0.0,0.0,0.0,MF
220,Julian Green,FW,us United States,19.0,1995,1,0,16,0.2,1,0,1,1,0,0,0,0,ad1d6fa4,0.0,5.63,5.63,5.63,5.63,MF
221,Antoine Griezmann,FW,fr France,23.0,1991,5,3,296,3.3,0,0,0,0,0,0,0,0,df69b544,0.0,0.0,0.0,0.0,0.0,MF
222,Carlos Gruezo,MF,ec Ecuador,19.0,1995,2,1,98,1.1,0,0,0,0,0,0,0,0,f2dd9a21,0.0,0.0,0.0,0.0,0.0,N/A
223,Jorge Guagua,DF,ec Ecuador,32.0,1981,3,3,270,3.0,0,0,0,0,0,0,0,0,29f79bb0,0.0,0.0,0.0,0.0,0.0,N/A
224,Andrés Guardado,DF,mx Mexico,27.0,1986,4,4,331,3.7,1,0,1,1,0,0,1,0,ef322658,0.0,0.27,0.27,0.27,0.27,FW
225,Fredy Guarín,MF,co Colombia,27.0,1986,3,2,190,2.1,0,0,0,0,0,0,1,0,c36ef7e9,0.0,0.0,0.0,0.0,0.0,N/A
226,Luiz Gustavo,DF,br Brazil,26.0,1987,6,6,525,5.8,0,1,1,0,0,0,2,0,82671804,0.17,0.17,0.0,0.0,0.17,MF
227,Felipe Gutiérrez,MF,cl Chile,23.0,1990,4,1,167,1.9,0,0,0,0,0,0,0,0,80ae314a,0.0,0.0,0.0,0.0,0.0,N/A
228,Teófilo Gutiérrez,FW,co Colombia,29.0,1985,4,4,301,3.3,1,1,2,1,0,0,0,0,165afe13,0.3,0.6,0.3,0.3,0.6,MF
229,Jonathan de Guzmán,MF,nl Netherlands,26.0,1987,3,3,228,2.5,0,1,1,0,0,0,2,0,1bcca8b8,0.39,0.39,0.0,0.0,0.39,N/A
230,Asamoah Gyan,FW,gh Ghana,28.0,1985,3,3,270,3.0,2,1,3,2,0,0,0,0,7f7bbbc2,0.33,1.0,0.67,0.67,1.0,N/A
231,Anel Hadžić,DF,ba Bosnia–Herz,24.0,1989,1,1,60,0.7,0,0,0,0,0,0,0,0,e556a911,0.0,0.0,0.0,0.0,0.0,MF
232,Alireza Haghighi,GK,ir IR Iran,26.0,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,a6c2a6ac,0.0,0.0,0.0,0.0,0.0,N/A
233,Reza Haghighi,MF,ir IR Iran,25.0,1989,1,0,3,0.0,0,0,0,0,0,0,0,0,c1c4bef8,0.0,0.0,0.0,0.0,0.0,N/A
234,Izet Hajrović,MF,ba Bosnia–Herz,22.0,1991,2,2,126,1.4,0,0,0,0,0,0,0,0,55537f53,0.0,0.0,0.0,0.0,0.0,N/A
235,Ehsan Hajsafi,DF,ir IR Iran,24.0,1990,3,3,239,2.7,0,0,0,0,0,0,0,0,b060e3b8,0.0,0.0,0.0,0.0,0.0,MF
236,Rafik Halliche,DF,dz Algeria,27.0,1986,4,4,366,4.1,1,0,1,1,0,0,1,0,ecb2f4e3,0.0,0.25,0.25,0.25,0.25,N/A
237,Ben Halloran,FW,au Australia,22.0,1992,3,0,90,1.0,0,0,0,0,0,0,0,0,64c588cd,0.0,0.0,0.0,0.0,0.0,MF
238,Joe Hart,GK,eng England,27.0,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,cb4f24c6,0.0,0.0,0.0,0.0,0.0,N/A
239,Makoto Hasebe,DF,jp Japan,30.0,1984,3,3,188,2.1,0,0,0,0,0,0,1,0,9ab16552,0.0,0.0,0.0,0.0,0.0,MF
240,Eden Hazard,FW,be Belgium,23.0,1991,5,4,367,4.1,0,2,2,0,0,0,1,0,a39bb753,0.49,0.49,0.0,0.0,0.49,MF
241,Jordan Henderson,MF,eng England,23.0,1990,2,2,160,1.8,0,0,0,0,0,0,0,0,935e6b8f,0.0,0.0,0.0,0.0,0.0,N/A
242,Henrique,DF,br Brazil,27.0,1986,1,0,3,0.0,0,0,0,0,0,0,0,0,429163de,0.0,0.0,0.0,0.0,0.0,N/A
243,Abel Hernández,FW,uy Uruguay,23.0,1990,2,0,39,0.4,0,0,0,0,0,0,0,0,a36da810,0.0,0.0,0.0,0.0,0.0,N/A
244,Javier Hernández,FW,mx Mexico,26.0,1988,4,0,79,0.9,1,0,1,1,0,0,0,0,189cee7b,0.0,1.14,1.14,1.14,1.14,N/A
245,Hernanes,MF,br Brazil,29.0,1985,3,0,67,0.7,0,0,0,0,0,0,0,0,cfc2ee72,0.0,0.0,0.0,0.0,0.0,N/A
246,Héctor Herrera,MF,mx Mexico,24.0,1990,4,4,344,3.8,0,1,1,0,0,0,0,0,a8542814,0.26,0.26,0.0,0.0,0.26,N/A
247,Son Heung-min,FW,kr Korea Republic,21.0,1992,3,3,245,2.7,1,0,1,1,0,0,1,0,92e7e919,0.0,0.37,0.37,0.37,0.37,MF
248,Khosro Heydari,DF,ir IR Iran,30.0,1983,3,1,148,1.6,0,0,0,0,0,0,0,0,2b827052,0.0,0.0,0.0,0.0,0.0,MF
249,Gonzalo Higuaín,FW,ar Argentina,26.0,1987,7,6,568,6.3,1,1,2,1,0,0,0,0,8a08491a,0.16,0.32,0.16,0.16,0.32,MF
250,José Holebas,DF,gr Greece,29.0,1984,4,4,390,4.3,0,0,0,0,0,0,0,0,12aa7661,0.0,0.0,0.0,0.0,0.0,MF
251,Keisuke Honda,FW,jp Japan,28.0,1986,3,3,270,3.0,1,1,2,1,0,0,0,0,5cfc82a1,0.33,0.67,0.33,0.33,0.67,MF
252,Amir Hossein Sadeghi,DF,ir IR Iran,32.0,1981,3,3,270,3.0,0,0,0,0,0,0,0,0,705fcf79,0.0,0.0,0.0,0.0,0.0,N/A
253,Jalal Hosseini,DF,ir IR Iran,32.0,1982,3,3,270,3.0,0,0,0,0,0,0,0,0,f2d31a1b,0.0,0.0,0.0,0.0,0.0,N/A
254,Tim Howard,GK,us United States,35.0,1979,4,4,390,4.3,0,0,0,0,0,0,0,0,c444465e,0.0,0.0,0.0,0.0,0.0,N/A
255,Benedikt Höwedes,DF,de Germany,26.0,1988,7,7,690,7.7,0,1,1,0,0,0,2,0,d5c04323,0.13,0.13,0.0,0.0,0.13,N/A
256,Hulk,FW,br Brazil,27.0,1986,6,5,394,4.4,0,0,0,0,0,0,1,0,33a1f72e,0.0,0.0,0.0,0.0,0.0,MF
257,Mats Hummels,DF,de Germany,25.0,1988,6,6,507,5.6,2,0,2,2,0,0,0,0,05d548d8,0.0,0.36,0.36,0.36,0.36,N/A
258,Klaas-Jan Huntelaar,FW,nl Netherlands,30.0,1983,3,0,55,0.6,1,1,2,0,1,1,2,0,5042e5c2,1.64,3.27,1.64,0.0,1.64,N/A
259,Víctor Ibarbo,FW,co Colombia,24.0,1990,3,3,187,2.1,0,0,0,0,0,0,0,0,552d1e41,0.0,0.0,0.0,0.0,0.0,MF
260,Renato Ibarra,FW,ec Ecuador,23.0,1991,1,0,28,0.3,0,0,0,0,0,0,0,0,f2f06df9,0.0,0.0,0.0,0.0,0.0,MF
261,Vedad Ibišević,FW,ba Bosnia–Herz,29.0,1984,3,1,146,1.6,1,0,1,1,0,0,0,0,c3fd9887,0.0,0.62,0.62,0.62,0.62,N/A
262,Sergei Ignashevich,DF,ru Russia,34.0,1979,3,3,270,3.0,0,0,0,0,0,0,0,0,04f2ed4d,0.0,0.0,0.0,0.0,0.0,N/A
263,Ciro Immobile,FW,it Italy,24.0,1990,2,1,88,1.0,0,0,0,0,0,0,0,0,4431aed2,0.0,0.0,0.0,0.0,0.0,N/A
264,Andrés Iniesta,MF,es Spain,30.0,1984,3,3,270,3.0,0,1,1,0,0,0,0,0,cfd65a29,0.33,0.33,0.0,0.0,0.33,N/A
265,Gökhan Inler,MF,ch Switzerland,29.0,1984,4,4,390,4.3,0,1,1,0,0,0,0,0,3200c583,0.23,0.23,0.0,0.0,0.23,N/A
266,Lorenzo Insigne,FW,it Italy,23.0,1991,1,0,34,0.4,0,0,0,0,0,0,0,0,2f557579,0.0,0.0,0.0,0.0,0.0,MF
267,Mauricio Isla,DF,cl Chile,26.0,1988,4,4,390,4.3,0,0,0,0,0,0,0,0,de4517dd,0.0,0.0,0.0,0.0,0.0,MF
268,Charles Itandje,GK,cm Cameroon,31.0,1982,3,3,270,3.0,0,0,0,0,0,0,0,0,a73f9653,0.0,0.0,0.0,0.0,0.0,N/A
269,Emilio Izaguirre,DF,hn Honduras,28.0,1986,2,2,135,1.5,0,0,0,0,0,0,0,0,56923ba9,0.0,0.0,0.0,0.0,0.0,N/A
270,Koo Ja-cheol,MF,kr Korea Republic,25.0,1989,3,3,270,3.0,1,0,1,1,0,0,1,0,3c05e082,0.0,0.33,0.33,0.33,0.33,N/A
271,Phil Jagielka,DF,eng England,31.0,1982,2,2,180,2.0,0,0,0,0,0,0,0,0,3233eefd,0.0,0.0,0.0,0.0,0.0,MF
272,Alireza Jahanbakhsh,FW,ir IR Iran,20.0,1993,3,0,47,0.5,0,0,0,0,0,0,0,0,08452314,0.0,0.0,0.0,0.0,0.0,MF
273,Daryl Janmaat,DF,nl Netherlands,24.0,1989,5,3,366,4.1,0,2,2,0,0,0,0,0,45da6694,0.49,0.49,0.0,0.0,0.49,N/A
274,Adnan Januzaj,FW,be Belgium,19.0,1995,1,1,59,0.7,0,0,0,0,0,0,0,0,4737cebe,0.0,0.0,0.0,0.0,0.0,MF
275,Gonzalo Jara,DF,cl Chile,28.0,1985,4,4,390,4.3,0,0,0,0,0,0,0,0,9b1b4782,0.0,0.0,0.0,0.0,0.0,MF
276,Francisco Javier Rodríguez,DF,mx Mexico,32.0,1981,4,4,360,4.0,0,0,0,0,0,0,0,0,f913875f,0.0,0.0,0.0,0.0,0.0,N/A
277,Mile Jedinak,MF,au Australia,29.0,1984,3,3,270,3.0,1,0,1,0,1,1,2,0,22fd2214,0.0,0.33,0.33,0.0,0.0,N/A
278,Nikica Jelavić,FW,hr Croatia,28.0,1985,2,1,94,1.0,0,0,0,0,0,0,0,0,1a29f38c,0.0,0.0,0.0,0.0,0.0,N/A
279,Hong Jeong-ho,DF,kr Korea Republic,24.0,1989,3,3,251,2.8,0,0,0,0,0,0,1,0,f2fb78a6,0.0,0.0,0.0,0.0,0.0,N/A
280,Raúl Jiménez,FW,mx Mexico,23.0,1991,1,0,7,0.1,0,0,0,0,0,0,0,0,b561db50,0.0,0.0,0.0,0.0,0.0,N/A
281,Jô,FW,br Brazil,27.0,1987,3,1,168,1.9,0,0,0,0,0,0,1,0,e47d11f8,0.0,0.0,0.0,0.0,0.0,N/A
282,Aron Jóhannsson,FW,us United States,23.0,1990,1,0,68,0.8,0,0,0,0,0,0,0,0,c0dc9fc7,0.0,0.0,0.0,0.0,0.0,MF
283,Fabian Johnson,DF,us United States,26.0,1987,4,4,301,3.3,0,0,0,0,0,0,0,0,76e5da9d,0.0,0.0,0.0,0.0,0.0,MF
284,Glen Johnson,DF,eng England,29.0,1984,2,2,180,2.0,0,1,1,0,0,0,0,0,8cceca90,0.5,0.5,0.0,0.0,0.5,N/A
285,Jermaine Jones,MF,us United States,32.0,1981,4,4,390,4.3,1,1,2,1,0,0,1,0,0c577541,0.23,0.46,0.23,0.23,0.46,N/A
286,Phil Jones,DF,eng England,22.0,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,def899bd,0.0,0.0,0.0,0.0,0.0,MF
287,Nigel de Jong,MF,nl Netherlands,29.0,1984,5,5,339,3.8,0,0,0,0,0,0,0,0,a0e209bc,0.0,0.0,0.0,0.0,0.0,N/A
288,José Juan Vázquez,MF,mx Mexico,26.0,1988,3,3,270,3.0,0,0,0,0,0,0,2,0,35fd6633,0.0,0.0,0.0,0.0,0.0,N/A
289,Juanfran,DF,es Spain,29.0,1985,1,1,90,1.0,0,1,1,0,0,0,0,0,cfd8d664,1.0,1.0,0.0,0.0,1.0,MF
290,Shinji Kagawa,FW,jp Japan,25.0,1989,3,2,203,2.3,0,0,0,0,0,0,0,0,5afafbfe,0.0,0.0,0.0,0.0,0.0,MF
291,Yoichiro Kakitani,FW,jp Japan,24.0,1990,2,0,27,0.3,0,0,0,0,0,0,0,0,2c01572f,0.0,0.0,0.0,0.0,0.0,MF
292,Salomon Kalou,FW,ci Côte d'Ivoire,28.0,1985,3,2,204,2.3,0,0,0,0,0,0,1,0,2042d931,0.0,0.0,0.0,0.0,0.0,MF
293,Maksim Kanunnikov,FW,ru Russia,22.0,1991,2,1,100,1.1,0,0,0,0,0,0,0,0,f2fa26f4,0.0,0.0,0.0,0.0,0.0,MF
294,Giorgos Karagounis,MF,gr Greece,37.0,1977,4,2,260,2.9,0,0,0,0,0,0,0,0,ed2192d0,0.0,0.0,0.0,0.0,0.0,N/A
295,Orestis Karnezis,GK,gr Greece,28.0,1985,4,4,323,3.6,0,0,0,0,0,0,0,0,85b011bb,0.0,0.0,0.0,0.0,0.0,N/A
296,Kostas Katsouranis,DF,gr Greece,34.0,1979,3,2,170,1.9,0,0,0,0,0,0,2,1,46ee1669,0.0,0.0,0.0,0.0,0.0,MF
297,Eiji Kawashima,GK,jp Japan,31.0,1983,3,3,270,3.0,0,0,0,0,0,0,0,0,a4527d33,0.0,0.0,0.0,0.0,0.0,N/A
298,Aleksandr Kerzhakov,FW,ru Russia,31.0,1982,3,1,101,1.1,1,0,1,1,0,0,0,0,e8cb6c66,0.0,0.89,0.89,0.89,0.89,N/A
299,Lee Keun-ho,FW,kr Korea Republic,29.0,1985,3,0,107,1.2,1,1,2,1,0,0,0,0,014d6c6d,0.84,1.68,0.84,0.84,1.68,MF
300,Sami Khedira,MF,de Germany,27.0,1987,5,4,374,4.2,1,1,2,1,0,0,1,0,38ac43d3,0.24,0.48,0.24,0.24,0.48,N/A
301,Hiroshi Kiyotake,FW,jp Japan,24.0,1989,1,0,6,0.1,0,0,0,0,0,0,0,0,0dba1f3e,0.0,0.0,0.0,0.0,0.0,MF
302,Miroslav Klose,FW,de Germany,36.0,1978,5,3,279,3.1,2,0,2,2,0,0,0,0,5e36a0dd,0.0,0.65,0.65,0.65,0.65,N/A
303,Koke,MF,es Spain,22.0,1992,2,1,135,1.5,0,0,0,0,0,0,0,0,55126f3b,0.0,0.0,0.0,0.0,0.0,N/A
304,Aleksandr Kokorin,FW,ru Russia,23.0,1991,3,3,270,3.0,1,0,1,1,0,0,0,0,fec5accc,0.0,0.33,0.33,0.33,0.33,MF
305,Sead Kolašinac,DF,ba Bosnia–Herz,20.0,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,3935e52e,0.0,0.0,0.0,0.0,0.0,MF
306,Dmitri Kombarov,DF,ru Russia,27.0,1987,3,3,270,3.0,0,1,1,0,0,0,1,0,6d3f2898,0.33,0.33,0.0,0.0,0.33,MF
307,Vincent Kompany,DF,be Belgium,28.0,1986,4,4,390,4.3,0,0,0,0,0,0,1,0,d2bff301,0.0,0.0,0.0,0.0,0.0,N/A
308,Panagiotis Kone,MF,gr Greece,26.0,1987,3,3,168,1.9,0,0,0,0,0,0,0,0,27d34558,0.0,0.0,0.0,0.0,0.0,N/A
309,Terence Kongolo,DF,nl Netherlands,20.0,1994,1,0,2,0.0,0,0,0,0,0,0,0,0,1f9a3a04,0.0,0.0,0.0,0.0,0.0,N/A
310,Yasuyuki Konno,DF,jp Japan,31.0,1983,2,2,180,2.0,0,0,0,0,0,0,1,0,b2f008c5,0.0,0.0,0.0,0.0,0.0,MF
311,Han Kook-young,MF,kr Korea Republic,24.0,1990,3,3,212,2.4,0,1,1,0,0,0,1,0,ab1ada74,0.42,0.42,0.0,0.0,0.42,N/A
312,Laurent Koscielny,DF,fr France,28.0,1985,4,2,224,2.5,0,0,0,0,0,0,0,0,f5efb153,0.0,0.0,0.0,0.0,0.0,N/A
313,Mateo Kovačić,MF,hr Croatia,20.0,1994,3,1,112,1.2,0,0,0,0,0,0,0,0,79c0821a,0.0,0.0,0.0,0.0,0.0,N/A
314,Aleksei Kozlov,DF,ru Russia,27.0,1986,2,2,151,1.7,0,0,0,0,0,0,1,0,4791344b,0.0,0.0,0.0,0.0,0.0,N/A
315,Christoph Kramer,MF,de Germany,23.0,1991,3,1,44,0.5,0,0,0,0,0,0,0,0,496aeede,0.0,0.0,0.0,0.0,0.0,N/A
316,Toni Kroos,MF,de Germany,24.0,1990,7,7,689,7.7,2,3,5,2,0,0,0,0,6ce1f46f,0.39,0.65,0.26,0.26,0.65,N/A
317,Tim Krul,GK,nl Netherlands,26.0,1988,1,0,1,0.0,0,0,0,0,0,0,0,0,f23f9d20,0.0,0.0,0.0,0.0,0.0,N/A
318,Dirk Kuyt,DF,nl Netherlands,33.0,1980,5,5,508,5.6,0,0,0,0,0,0,0,0,cd53ecf4,0.0,0.0,0.0,0.0,0.0,FW
319,Mehdi Lacen,MF,dz Algeria,30.0,1984,3,1,154,1.7,0,0,0,0,0,0,0,0,a3a306f6,0.0,0.0,0.0,0.0,0.0,N/A
320,Philipp Lahm,DF,de Germany,30.0,1983,7,7,690,7.7,0,2,2,0,0,0,1,0,de491a33,0.26,0.26,0.0,0.0,0.26,MF
321,Adam Lallana,FW,eng England,26.0,1988,3,1,92,1.0,0,0,0,0,0,0,1,0,99813635,0.0,0.0,0.0,0.0,0.0,MF
322,Rickie Lambert,FW,eng England,32.0,1982,1,0,2,0.0,0,0,0,0,0,0,0,0,495de82c,0.0,0.0,0.0,0.0,0.0,N/A
323,Frank Lampard,MF,eng England,35.0,1978,1,1,90,1.0,0,0,0,0,0,0,0,0,268df6b1,0.0,0.0,0.0,0.0,0.0,N/A
324,Michael Lang,DF,ch Switzerland,23.0,1991,1,0,14,0.2,0,0,0,0,0,0,0,0,864db10a,0.0,0.0,0.0,0.0,0.0,MF
325,Adam Larsen Kwarasey,GK,gh Ghana,26.0,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,7c6eed78,0.0,0.0,0.0,0.0,0.0,N/A
326,Ezequiel Lavezzi,FW,ar Argentina,29.0,1985,6,4,354,3.9,0,1,1,0,0,0,0,0,6d6456d7,0.25,0.25,0.0,0.0,0.25,MF
327,Miguel Layún,DF,mx Mexico,25.0,1988,4,4,360,4.0,0,0,0,0,0,0,0,0,ad6295d4,0.0,0.0,0.0,0.0,0.0,MF
328,Mathew Leckie,FW,au Australia,23.0,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,b93b7882,0.0,0.0,0.0,0.0,0.0,MF
