card_id,customer_id,account_id,card_type,issue_date,expiry_date,credit_limit,status
17928,50082,87525,Credit - Classic,2023-05-29,2028-05-27,0,Blocked
17929,53791,24710,Debit,2018-10-12,2023-10-11,50000,Active
17930,37219,8929,Debit,2022-06-13,2027-06-12,0,Active
17931,54129,12538,Credit - Gold,2016-06-17,2021-06-16,0,Blocked
17932,54258,17771,Debit,2024-11-13,2029-11-12,100000,Active
17933,10721,3821,Debit,2016-03-25,2021-03-24,0,Active
17934,18055,480,Debit,2023-09-28,2028-09-26,50000,Blocked
17935,29529,16987,Debit,2018-12-26,2023-12-25,0,Active
17936,40185,15357,Debit,2015-10-14,2020-10-12,0,Blocked
17937,810,38238,Credit - Gold,2020-12-06,2025-12-05,50000,Active
17938,9694,70468,Debit,2023-11-25,2028-11-23,0,Active
17939,23406,84771,Debit,2021-06-28,2026-06-27,25000,Active
17940,51226,54742,Debit,2019-05-20,2024-05-18,0,Active
17941,27310,41627,Credit - Platinum,2015-11-17,2020-11-15,0,Active
17942,31793,16536,Credit - Classic,2015-07-14,2020-07-12,25000,Expired
17943,59828,29106,Credit - Platinum,2022-10-09,2027-10-08,0,Active
17944,18139,83514,Credit - Classic,2020-03-21,2025-03-20,50000,Active
17945,5536,75841,Debit,2020-01-07,2025-01-05,0,Active
17946,17001,23666,Credit - Platinum,2024-02-15,2029-02-13,500000,Active
17947,24408,46701,Debit,2022-06-01,2027-05-31,0,Active
17948,52855,33649,Credit - Gold,2025-02-19,2030-02-18,0,Active
17949,29173,80302,Credit - Classic,2015-10-23,2020-10-21,25000,Blocked
17950,11464,33173,Credit - Classic,2024-06-02,2029-06-01,0,Active
17951,54176,46709,Debit,2015-09-24,2020-09-22,0,Active
17952,49085,26710,Debit,2021-04-27,2026-04-26,0,Active
17953,34468,55513,Credit - Gold,2025-04-17,2030-04-16,100000,Active
17954,12796,67921,Debit,2019-03-23,2024-03-21,0,Active
17955,21194,33646,Debit,2020-06-08,2025-06-07,0,Active
17956,38869,26596,Credit - Classic,2024-11-20,2029-11-19,0,Active
17957,33134,94093,Debit,2024-11-28,2029-11-27,0,Active
17958,868,7796,Debit,2018-10-01,2023-09-30,50000,Active
17959,50621,32693,Debit,2021-04-18,2026-04-17,0,Blocked
17960,57629,15099,Credit - Gold,2021-06-14,2026-06-13,0,Active
17961,30534,16086,Debit,2019-06-23,2024-06-21,0,Active
17962,54191,78822,Credit - Platinum,2015-09-14,2020-09-12,0,Expired
17963,19075,7636,Debit,2022-11-17,2027-11-16,25000,Active
17964,31256,27520,Credit - Gold,2020-09-14,2025-09-13,200000,Active
17965,4337,83322,Credit - Classic,2025-02-13,2030-02-12,200000,Active
17966,54114,16165,Credit - Gold,2015-05-08,2020-05-06,25000,Active
17967,41897,41380,Debit,2022-03-06,2027-03-05,0,Active
17968,43748,75159,Credit - Platinum,2023-07-02,2028-06-30,0,Active
17969,42698,5462,Credit - Classic,2015-10-12,2020-10-10,0,Active
17970,58802,45612,Credit - Platinum,2017-02-09,2022-02-08,50000,Active
17971,57396,2732,Debit,2023-01-10,2028-01-09,100000,Active
17972,3404,13833,Credit - Gold,2021-02-01,2026-01-31,200000,Active
17973,54993,49331,Debit,2025-04-21,2030-04-20,0,Active
17974,48138,62152,Debit,2021-04-10,2026-04-09,0,Active
17975,623,74131,Credit - Classic,2016-11-14,2021-11-13,0,Active
17976,50011,73843,Debit,2019-02-09,2024-02-08,25000,Active
17977,6889,14633,Debit,2021-03-09,2026-03-08,25000,Active
17978,13643,91156,Credit - Platinum,2024-11-09,2029-11-08,200000,Active
17979,99,5676,Credit - Gold,2020-10-17,2025-10-16,200000,Active
17980,39876,86549,Debit,2021-05-18,2026-05-17,50000,Active
17981,55174,71166,Credit - Classic,2022-05-24,2027-05-23,50000,Active
17982,45992,73784,Credit - Platinum,2024-08-29,2029-08-28,500000,Active
17983,46460,26784,Debit,2024-02-22,2029-02-20,25000,Active
17984,39286,67759,Credit - Classic,2017-10-17,2022-10-16,25000,Active
17985,24432,47121,Debit,2017-01-20,2022-01-19,0,Blocked
17986,36043,41955,Credit - Classic,2022-11-01,2027-10-31,0,Active
17987,50630,37904,Debit,2021-08-19,2026-08-18,0,Active
17988,55132,80566,Debit,2019-10-08,2024-10-06,0,Active
17989,29267,47334,Debit,2016-08-01,2021-07-31,0,Blocked
17990,3471,55759,Credit - Classic,2016-08-07,2021-08-06,0,Active
17991,16620,42470,Debit,2021-01-10,2026-01-09,0,Active
17992,46673,36234,Credit - Classic,2023-07-21,2028-07-19,0,Active
17993,39431,69105,Credit - Gold,2022-03-11,2027-03-10,100000,Active
17994,11561,46467,Credit - Classic,2015-03-24,2020-03-22,0,Active
17995,45244,29282,Debit,2020-07-07,2025-07-06,50000,Expired
17996,51963,90597,Debit,2022-07-12,2027-07-11,0,Active
17997,40561,53841,Debit,2017-12-06,2022-12-05,25000,Active
17998,10395,65513,Debit,2021-08-02,2026-08-01,0,Active
17999,37175,22083,Debit,2020-07-02,2025-07-01,100000,Active
18000,55402,74941,Credit - Classic,2022-10-18,2027-10-17,0,Active
18001,58796,21821,Debit,2020-12-21,2025-12-20,200000,Active
18002,28141,48707,Debit,2019-06-14,2024-06-12,50000,Active
18003,48416,22170,Debit,2016-11-27,2021-11-26,0,Active
18004,50165,83778,Debit,2016-02-17,2021-02-15,0,Active
18005,38148,69524,Debit,2019-02-15,2024-02-14,50000,Active
18006,33258,57231,Debit,2023-01-19,2028-01-18,0,Active
18007,9104,18928,Debit,2020-10-04,2025-10-03,25000,Active
18008,19946,41434,Debit,2015-10-16,2020-10-14,0,Active
18009,21931,25287,Debit,2024-10-20,2029-10-19,0,Blocked
18010,49352,5810,Debit,2023-09-24,2028-09-22,0,Active
18011,566,44636,Debit,2016-06-01,2021-05-31,0,Active
18012,19323,65043,Credit - Platinum,2019-05-26,2024-05-24,200000,Active
18013,49401,52362,Debit,2019-04-26,2024-04-24,100000,Active
18014,13349,86797,Credit - Classic,2024-11-14,2029-11-13,200000,Active
18015,26281,61319,Credit - Classic,2017-02-20,2022-02-19,0,Active
18016,10199,39871,Credit - Classic,2015-08-30,2020-08-28,0,Active
18017,31383,15617,Credit - Gold,2025-05-11,2030-05-10,0,Active
18018,24968,1064,Credit - Platinum,2018-05-04,2023-05-03,200000,Active
18019,29775,68072,Credit - Classic,2022-08-17,2027-08-16,100000,Active
18020,57036,32900,Debit,2025-03-08,2030-03-07,0,Active
18021,52757,32626,Debit,2021-07-09,2026-07-08,0,Active
18022,40715,22591,Debit,2017-08-22,2022-08-21,0,Active
18023,53073,92409,Debit,2016-11-28,2021-11-27,0,Active
18024,13808,78112,Debit,2024-03-31,2029-03-30,0,Active
18025,53073,68420,Credit - Classic,2020-06-20,2025-06-19,50000,Active
18026,54415,22426,Debit,2018-07-26,2023-07-25,25000,Expired
18027,45400,17045,Debit,2019-03-24,2024-03-22,25000,Active
18028,59480,72041,Credit - Gold,2021-06-27,2026-06-26,25000,Active
18029,54985,65008,Credit - Gold,2018-03-16,2023-03-15,25000,Active
18030,10909,64068,Debit,2020-06-20,2025-06-19,0,Active
18031,48709,77682,Debit,2024-05-28,2029-05-27,50000,Blocked
18032,30273,58056,Debit,2018-04-15,2023-04-14,25000,Active
18033,33983,71207,Credit - Platinum,2022-03-27,2027-03-26,0,Active
18034,261,1094,Debit,2020-06-03,2025-06-02,0,Active
18035,47137,44699,Credit - Classic,2018-04-22,2023-04-21,500000,Active
18036,27309,94094,Debit,2018-07-21,2023-07-20,0,Active
18037,32823,23562,Debit,2020-10-28,2025-10-27,0,Active
18038,54475,11488,Credit - Classic,2016-12-09,2021-12-08,50000,Active
18039,55413,86639,Credit - Gold,2018-07-04,2023-07-03,50000,Active
18040,55744,10905,Credit - Classic,2024-06-15,2029-06-14,0,Active
18041,21998,44224,Debit,2024-07-11,2029-07-10,50000,Active
18042,7336,85483,Credit - Platinum,2017-04-24,2022-04-23,50000,Active
18043,41862,63314,Debit,2021-09-23,2026-09-22,200000,Expired
18044,25653,36672,Credit - Gold,2021-07-06,2026-07-05,0,Active
18045,37431,59657,Credit - Platinum,2022-05-25,2027-05-24,50000,Active
18046,5225,68284,Credit - Gold,2017-01-22,2022-01-21,0,Active
18047,16387,71119,Debit,2017-11-19,2022-11-18,0,Active
18048,48201,55136,Credit - Classic,2025-03-31,2030-03-30,0,Active
18049,5104,2607,Credit - Classic,2023-12-30,2028-12-28,0,Active
18050,16070,86878,Credit - Classic,2023-11-18,2028-11-16,200000,Active
18051,38157,43357,Debit,2017-07-24,2022-07-23,0,Blocked
18052,48094,29409,Credit - Gold,2019-08-10,2024-08-08,0,Active
18053,43928,7258,Credit - Classic,2024-09-01,2029-08-31,0,Active
18054,34319,17890,Debit,2023-04-24,2028-04-22,0,Active
18055,33260,49115,Credit - Classic,2021-03-30,2026-03-29,0,Blocked
18056,47557,12921,Debit,2019-05-13,2024-05-11,0,Active
18057,51228,19998,Debit,2022-09-28,2027-09-27,0,Active
18058,48338,89250,Debit,2018-01-08,2023-01-07,50000,Active
18059,27705,90241,Credit - Gold,2018-07-17,2023-07-16,25000,Active
18060,58370,86146,Credit - Classic,2016-08-04,2021-08-03,0,Active
18061,29731,32251,Credit - Gold,2021-03-10,2026-03-09,200000,Active
18062,33861,7586,Debit,2025-03-24,2030-03-23,50000,Active
18063,29658,13553,Debit,2019-09-13,2024-09-11,25000,Active
18064,39367,80762,Debit,2017-05-27,2022-05-26,50000,Active
18065,6849,92593,Credit - Classic,2018-10-23,2023-10-22,0,Expired
18066,51303,62607,Credit - Classic,2017-04-07,2022-04-06,50000,Active
18067,32503,72134,Debit,2022-06-04,2027-06-03,100000,Active
18068,58352,72201,Debit,2016-12-11,2021-12-10,200000,Expired
18069,32942,5122,Credit - Classic,2023-10-21,2028-10-19,50000,Blocked
18070,41525,43045,Debit,2017-11-09,2022-11-08,0,Blocked
18071,22773,74369,Debit,2015-04-11,2020-04-09,25000,Active
18072,1226,63993,Debit,2016-05-08,2021-05-07,25000,Active
18073,22716,46034,Debit,2018-06-19,2023-06-18,0,Active
18074,59686,64204,Debit,2020-03-27,2025-03-26,0,Active
18075,14491,3888,Credit - Classic,2018-01-10,2023-01-09,50000,Blocked
18076,30852,25785,Debit,2018-04-04,2023-04-03,100000,Active
18077,56784,21204,Debit,2022-06-29,2027-06-28,50000,Active
18078,28138,67183,Debit,2019-06-17,2024-06-15,0,Active
18079,5579,1033,Debit,2019-07-30,2024-07-28,0,Active
18080,19314,50343,Debit,2021-03-13,2026-03-12,0,Active
18081,23437,84471,Debit,2020-11-28,2025-11-27,100000,Active
18082,56863,74439,Credit - Classic,2016-09-02,2021-09-01,0,Expired
18083,22248,38640,Debit,2023-12-27,2028-12-25,50000,Active
18084,36926,71688,Debit,2022-07-26,2027-07-25,50000,Active
18085,57591,58719,Debit,2022-11-02,2027-11-01,0,Active
18086,27790,2515,Debit,2021-12-08,2026-12-07,25000,Active
18087,31939,27211,Credit - Classic,2025-04-01,2030-03-31,50000,Active
18088,54974,32291,Credit - Classic,2017-06-18,2022-06-17,0,Expired
18089,12112,17851,Debit,2018-09-21,2023-09-20,0,Active
18090,30907,53205,Credit - Classic,2016-09-05,2021-09-04,500000,Active
18091,7551,28565,Debit,2016-03-04,2021-03-03,25000,Active
18092,58315,17196,Debit,2024-09-13,2029-09-12,0,Active
18093,19127,88774,Credit - Classic,2022-10-12,2027-10-11,0,Active
18094,32524,93521,Debit,2020-12-06,2025-12-05,25000,Expired
18095,51722,86540,Debit,2018-12-22,2023-12-21,500000,Active
18096,5628,93196,Debit,2023-11-26,2028-11-24,0,Active
18097,350,39600,Debit,2021-01-24,2026-01-23,50000,Active
18098,2636,11298,Credit - Gold,2021-10-28,2026-10-27,0,Blocked
18099,56167,27955,Debit,2018-03-17,2023-03-16,0,Expired
18100,56786,47817,Debit,2021-07-24,2026-07-23,0,Active
18101,5043,61752,Debit,2015-04-04,2020-04-02,100000,Active
18102,4779,79206,Debit,2018-05-29,2023-05-28,100000,Active
18103,45371,77337,Debit,2016-04-08,2021-04-07,0,Active
18104,40835,73155,Credit - Classic,2017-02-12,2022-02-11,25000,Active
18105,54518,25442,Credit - Classic,2021-02-16,2026-02-15,0,Active
18106,48969,28293,Credit - Gold,2016-07-16,2021-07-15,0,Active
18107,19756,24103,Credit - Classic,2017-09-04,2022-09-03,0,Active
18108,5785,59191,Debit,2016-04-17,2021-04-16,0,Active
18109,12342,12643,Debit,2020-08-26,2025-08-25,0,Active
18110,43445,30834,Debit,2021-10-10,2026-10-09,25000,Active
18111,39125,55636,Credit - Gold,2018-04-12,2023-04-11,0,Active
18112,40939,42296,Credit - Classic,2019-01-14,2024-01-13,0,Active
18113,379,8732,Debit,2017-08-13,2022-08-12,25000,Active
18114,14504,39312,Debit,2020-12-31,2025-12-30,0,Active
18115,39701,41442,Credit - Classic,2016-04-16,2021-04-15,0,Active
18116,54956,67185,Credit - Classic,2020-04-29,2025-04-28,0,Active
18117,51882,81690,Credit - Classic,2018-01-10,2023-01-09,0,Active
18118,6858,23511,Credit - Classic,2016-12-04,2021-12-03,50000,Active
18119,35590,19709,Debit,2015-02-05,2020-02-04,0,Active
18120,13878,2753,Credit - Classic,2022-02-02,2027-02-01,0,Active
18121,45347,67234,Credit - Classic,2022-10-22,2027-10-21,0,Blocked
18122,25480,52181,Credit - Classic,2018-02-28,2023-02-27,0,Active
18123,26621,38687,Debit,2016-02-17,2021-02-15,0,Active
18124,2950,3805,Debit,2016-09-16,2021-09-15,0,Active
18125,15015,27878,Debit,2018-11-26,2023-11-25,200000,Active
18126,56282,34820,Debit,2023-01-07,2028-01-06,0,Active
18127,38105,13026,Debit,2016-07-27,2021-07-26,0,Active
18128,49408,7913,Debit,2019-08-15,2024-08-13,0,Active
18129,11276,60447,Credit - Classic,2024-07-07,2029-07-06,0,Active
18130,747,15704,Debit,2021-02-22,2026-02-21,0,Blocked
18131,2052,76651,Debit,2023-06-06,2028-06-04,0,Active
18132,6071,48067,Credit - Gold,2017-08-24,2022-08-23,0,Active
18133,51377,23997,Credit - Gold,2021-09-07,2026-09-06,500000,Active
18134,29518,86273,Debit,2023-09-11,2028-09-09,50000,Active
18135,17759,71781,Credit - Classic,2022-02-25,2027-02-24,25000,Active
18136,39865,69166,Debit,2020-08-23,2025-08-22,0,Active
18137,59942,87864,Credit - Platinum,2021-02-01,2026-01-31,50000,Active
18138,48525,61572,Credit - Classic,2023-04-12,2028-04-10,0,Active
18139,39310,30206,Debit,2020-08-14,2025-08-13,0,Active
18140,55257,75492,Debit,2018-06-05,2023-06-04,100000,Active
18141,6840,48277,Debit,2015-03-19,2020-03-17,25000,Active
18142,4796,37135,Credit - Classic,2020-08-02,2025-08-01,0,Active
18143,24805,91309,Credit - Platinum,2020-06-24,2025-06-23,0,Active
18144,58065,52007,Debit,2015-10-26,2020-10-24,25000,Active
18145,51645,29437,Debit,2017-10-31,2022-10-30,0,Active
18146,28773,40319,Debit,2020-02-24,2025-02-22,50000,Active
18147,17545,60546,Debit,2024-03-30,2029-03-29,0,Active
18148,34911,34340,Credit - Classic,2019-02-14,2024-02-13,0,Active
18149,17061,57352,Credit - Platinum,2025-01-09,2030-01-08,0,Active
18150,4104,44194,Debit,2021-11-11,2026-11-10,0,Active
18151,15541,42018,Debit,2016-08-16,2021-08-15,0,Active
18152,47781,50667,Credit - Classic,2021-02-24,2026-02-23,0,Active
18153,57771,62190,Debit,2025-02-19,2030-02-18,50000,Active
18154,57348,56448,Credit - Platinum,2022-03-09,2027-03-08,25000,Active
18155,7988,36271,Credit - Platinum,2019-07-18,2024-07-16,0,Active
18156,51554,82570,Debit,2022-02-03,2027-02-02,25000,Active
18157,11265,26014,Credit - Platinum,2022-04-30,2027-04-29,0,Active
18158,54175,88738,Credit - Classic,2021-08-17,2026-08-16,0,Expired
18159,41184,55640,Credit - Classic,2022-02-04,2027-02-03,50000,Active
18160,46965,63746,Debit,2019-04-08,2024-04-06,100000,Active
18161,33868,24973,Credit - Classic,2024-04-03,2029-04-02,50000,Active
18162,55539,74128,Debit,2021-07-13,2026-07-12,0,Active
18163,38337,25797,Debit,2024-04-09,2029-04-08,0,Active
18164,59250,53502,Credit - Classic,2019-12-27,2024-12-25,0,Active
18165,46145,60883,Debit,2016-09-26,2021-09-25,100000,Active
18166,53503,43071,Credit - Gold,2022-02-15,2027-02-14,25000,Active
18167,34321,52648,Debit,2015-07-22,2020-07-20,0,Active
18168,56496,65020,Credit - Platinum,2018-12-16,2023-12-15,500000,Active
18169,45024,56279,Credit - Platinum,2021-10-17,2026-10-16,0,Active
18170,43705,3519,Credit - Classic,2021-07-01,2026-06-30,0,Active
18171,49401,81619,Credit - Gold,2017-07-09,2022-07-08,25000,Active
18172,34359,89194,Credit - Platinum,2018-08-18,2023-08-17,0,Active
18173,33870,546,Debit,2015-11-12,2020-11-10,0,Active
18174,59743,41493,Credit - Classic,2017-10-02,2022-10-01,0,Active
18175,10153,21103,Debit,2016-01-28,2021-01-26,0,Active
18176,1166,88278,Debit,2020-03-18,2025-03-17,200000,Active
18177,58474,80448,Debit,2021-03-05,2026-03-04,50000,Expired
18178,13524,79441,Debit,2016-05-23,2021-05-22,0,Active
18179,31236,47920,Debit,2024-10-08,2029-10-07,50000,Active
18180,36244,58551,Debit,2023-11-16,2028-11-14,50000,Active
18181,50709,81464,Credit - Gold,2021-11-02,2026-11-01,0,Active
18182,6989,73521,Debit,2021-05-14,2026-05-13,0,Active
18183,11664,69563,Credit - Platinum,2017-11-11,2022-11-10,0,Active
18184,15770,21943,Debit,2024-06-13,2029-06-12,500000,Active
18185,20687,33586,Credit - Gold,2015-11-28,2020-11-26,100000,Blocked
18186,10283,38195,Debit,2021-10-09,2026-10-08,50000,Active
18187,53419,19203,Credit - Platinum,2021-10-12,2026-10-11,50000,Blocked
18188,8735,91592,Debit,2017-05-24,2022-05-23,100000,Active
18189,13630,88864,Debit,2020-02-19,2025-02-17,500000,Active
18190,27949,52243,Debit,2023-12-03,2028-12-01,0,Active
18191,21255,76171,Debit,2025-01-27,2030-01-26,0,Active
18192,9902,49174,Credit - Classic,2019-10-02,2024-09-30,0,Active
18193,24826,24682,Debit,2025-02-21,2030-02-20,0,Active
18194,42684,54213,Credit - Classic,2025-01-28,2030-01-27,0,Expired
18195,8234,46984,Debit,2020-10-05,2025-10-04,100000,Expired
18196,38503,10322,Credit - Classic,2017-05-20,2022-05-19,0,Blocked
18197,37598,32430,Debit,2015-06-18,2020-06-16,0,Active
18198,57293,71140,Credit - Classic,2015-02-09,2020-02-08,50000,Active
18199,57604,24782,Debit,2024-04-27,2029-04-26,25000,Active
18200,42975,9730,Credit - Gold,2019-02-09,2024-02-08,0,Active
18201,1296,70999,Debit,2016-12-24,2021-12-23,0,Active
18202,15839,65896,Debit,2015-02-27,2020-02-26,0,Active
18203,44829,31785,Debit,2016-12-07,2021-12-06,0,Active
18204,37083,65962,Debit,2021-04-29,2026-04-28,200000,Expired
18205,20959,5616,Debit,2024-11-21,2029-11-20,0,Active
18206,6049,59321,Debit,2020-09-07,2025-09-06,0,Active
18207,22977,52987,Debit,2024-11-22,2029-11-21,0,Active
18208,19291,94949,Credit - Gold,2017-12-02,2022-12-01,0,Active
18209,57124,44232,Debit,2018-09-24,2023-09-23,200000,Active
18210,44183,63588,Credit - Gold,2023-08-27,2028-08-25,50000,Active
18211,25454,45535,Debit,2022-04-03,2027-04-02,0,Active
18212,12963,52041,Debit,2022-12-20,2027-12-19,0,Active
18213,36739,76120,Credit - Platinum,2023-05-06,2028-05-04,0,Active
18214,29231,66157,Debit,2019-03-15,2024-03-13,50000,Active
18215,43796,29925,Credit - Classic,2020-01-03,2025-01-01,200000,Active
18216,6463,94487,Credit - Gold,2016-04-17,2021-04-16,50000,Active
18217,2061,41477,Credit - Classic,2017-01-18,2022-01-17,0,Active
18218,3946,4763,Debit,2017-03-22,2022-03-21,0,Active
18219,58699,57623,Credit - Platinum,2016-01-14,2021-01-12,0,Active
18220,1208,24030,Credit - Classic,2018-10-31,2023-10-30,200000,Active
18221,45226,43224,Debit,2022-08-08,2027-08-07,50000,Active
18222,12354,84152,Debit,2025-03-28,2030-03-27,25000,Active
18223,50093,7489,Credit - Classic,2018-11-07,2023-11-06,100000,Active
18224,58693,94568,Debit,2016-11-16,2021-11-15,0,Active
18225,9303,14528,Credit - Gold,2020-10-01,2025-09-30,0,Active
18226,59712,65820,Credit - Classic,2017-03-31,2022-03-30,0,Active
18227,43812,63277,Credit - Gold,2016-08-15,2021-08-14,50000,Active
18228,47849,28637,Debit,2024-11-11,2029-11-10,500000,Active
18229,49315,58300,Debit,2015-04-02,2020-03-31,0,Active
18230,23105,33464,Credit - Gold,2023-03-17,2028-03-15,500000,Active
18231,41106,33697,Debit,2020-12-29,2025-12-28,50000,Blocked
18232,57827,30031,Debit,2015-06-04,2020-06-02,500000,Blocked
18233,50851,78120,Credit - Gold,2020-12-05,2025-12-04,0,Active
18234,6738,63032,Credit - Classic,2020-06-28,2025-06-27,0,Expired
18235,16699,71292,Credit - Classic,2018-12-27,2023-12-26,0,Active
18236,25455,22125,Debit,2018-03-15,2023-03-14,50000,Active
18237,15696,74532,Debit,2019-11-25,2024-11-23,25000,Active
18238,56362,41903,Debit,2025-03-04,2030-03-03,0,Active
18239,5350,57376,Credit - Platinum,2018-10-25,2023-10-24,0,Active
18240,32117,38596,Credit - Platinum,2024-01-10,2029-01-08,0,Active
18241,48179,92434,Credit - Gold,2023-12-06,2028-12-04,0,Active
18242,28311,77457,Credit - Classic,2021-05-15,2026-05-14,0,Active
18243,18376,48517,Debit,2018-06-17,2023-06-16,25000,Expired
18244,34122,51492,Credit - Gold,2019-11-16,2024-11-14,0,Active
18245,56115,13653,Debit,2025-03-27,2030-03-26,0,Active
18246,9117,82589,Debit,2024-12-01,2029-11-30,0,Active
18247,43885,87176,Debit,2022-10-19,2027-10-18,25000,Expired
18248,35240,36956,Debit,2025-05-23,2030-05-22,100000,Active
18249,53487,25453,Credit - Gold,2024-09-17,2029-09-16,0,Active
18250,8655,81444,Debit,2022-01-13,2027-01-12,50000,Active
18251,30951,54932,Credit - Classic,2022-07-29,2027-07-28,50000,Active
18252,11282,40199,Credit - Classic,2019-03-11,2024-03-09,0,Active
18253,45002,20500,Credit - Gold,2023-04-16,2028-04-14,0,Active
18254,1049,31092,Debit,2019-05-28,2024-05-26,0,Active
18255,44168,18174,Debit,2023-11-27,2028-11-25,25000,Active
18256,20195,74509,Credit - Classic,2022-02-16,2027-02-15,100000,Active
18257,37154,10360,Debit,2022-11-29,2027-11-28,50000,Active
18258,15000,3920,Debit,2023-10-21,2028-10-19,0,Expired
18259,49668,89342,Credit - Platinum,2019-05-04,2024-05-02,50000,Active
18260,22587,66106,Credit - Classic,2017-07-22,2022-07-21,200000,Blocked
18261,31127,76896,Debit,2019-03-19,2024-03-17,100000,Expired
18262,15601,19032,Credit - Gold,2015-07-31,2020-07-29,25000,Expired
18263,54497,31489,Credit - Classic,2016-01-28,2021-01-26,25000,Active
18264,11800,23446,Debit,2022-11-11,2027-11-10,0,Active
18265,11581,42096,Debit,2023-05-12,2028-05-10,0,Expired
18266,21624,83406,Debit,2019-08-29,2024-08-27,0,Active
18267,180,87538,Credit - Platinum,2021-08-18,2026-08-17,0,Active
18268,45949,84223,Debit,2023-04-18,2028-04-16,100000,Active
18269,33078,69144,Debit,2018-05-26,2023-05-25,50000,Active
18270,48734,52003,Credit - Classic,2015-04-30,2020-04-28,25000,Active
18271,55690,88923,Debit,2018-09-30,2023-09-29,0,Active
18272,29988,77292,Credit - Classic,2022-12-28,2027-12-27,50000,Active
18273,42919,55277,Debit,2017-02-16,2022-02-15,50000,Active
18274,13824,58547,Credit - Gold,2020-01-19,2025-01-17,500000,Active
18275,42714,53978,Debit,2025-04-11,2030-04-10,0,Active
18276,25797,83034,Credit - Platinum,2021-12-19,2026-12-18,0,Active
18277,22766,48462,Credit - Platinum,2015-08-26,2020-08-24,0,Active
18278,53041,76909,Credit - Classic,2019-09-07,2024-09-05,100000,Expired
18279,1578,75300,Credit - Gold,2025-03-23,2030-03-22,0,Active
18280,44394,87866,Debit,2020-02-23,2025-02-21,0,Active
18281,8512,67143,Credit - Classic,2022-09-17,2027-09-16,25000,Active
18282,37529,840,Debit,2023-10-02,2028-09-30,0,Active
18283,29722,70697,Debit,2015-06-12,2020-06-10,0,Active
18284,3523,94939,Credit - Classic,2023-01-27,2028-01-26,0,Active
18285,59371,70059,Debit,2015-02-28,2020-02-27,25000,Active
18286,54752,2784,Credit - Classic,2024-06-03,2029-06-02,0,Blocked
18287,23301,22227,Debit,2024-03-04,2029-03-03,25000,Active
18288,37043,83350,Credit - Platinum,2022-01-20,2027-01-19,0,Active
18289,45382,33696,Credit - Classic,2020-11-29,2025-11-28,25000,Active
18290,29275,81140,Debit,2015-08-29,2020-08-27,25000,Active
18291,40188,43271,Credit - Gold,2016-06-05,2021-06-04,200000,Active
18292,38961,64358,Credit - Classic,2018-02-26,2023-02-25,0,Active
18293,45955,90870,Debit,2016-05-05,2021-05-04,0,Active
18294,19981,88821,Credit - Classic,2017-08-01,2022-07-31,100000,Active
18295,23150,65201,Debit,2023-01-02,2028-01-01,0,Active
18296,10972,12794,Credit - Gold,2018-11-27,2023-11-26,50000,Blocked
18297,41641,48976,Debit,2024-02-09,2029-02-07,0,Active
18298,58048,54253,Credit - Gold,2019-08-15,2024-08-13,25000,Active
18299,35036,67364,Debit,2019-07-04,2024-07-02,25000,Active
18300,41615,10538,Debit,2015-11-22,2020-11-20,0,Active
18301,59774,33007,Credit - Classic,2023-03-28,2028-03-26,0,Active
18302,53038,26391,Debit,2019-03-31,2024-03-29,0,Active
18303,49918,67975,Debit,2020-11-21,2025-11-20,0,Active
18304,21248,55495,Credit - Classic,2016-07-03,2021-07-02,50000,Active
18305,18058,44816,Debit,2019-08-05,2024-08-03,0,Expired
18306,59578,19064,Debit,2019-05-04,2024-05-02,25000,Active
18307,19305,23777,Credit - Gold,2019-12-20,2024-12-18,0,Active
18308,35410,77778,Credit - Gold,2016-02-17,2021-02-15,0,Active
18309,55495,78650,Credit - Gold,2025-02-14,2030-02-13,0,Active
18310,43141,21846,Debit,2018-02-19,2023-02-18,200000,Active
18311,33954,63373,Credit - Platinum,2016-11-05,2021-11-04,0,Active
18312,14821,59596,Debit,2021-12-26,2026-12-25,25000,Active
18313,9820,78932,Credit - Gold,2020-07-13,2025-07-12,50000,Blocked
18314,26605,65322,Credit - Classic,2021-09-08,2026-09-07,200000,Active
18315,52407,34596,Debit,2024-05-19,2029-05-18,0,Expired
18316,9268,12596,Credit - Classic,2016-02-09,2021-02-07,25000,Active
18317,46804,24445,Credit - Classic,2022-08-30,2027-08-29,0,Active
18318,33248,60810,Credit - Classic,2024-05-30,2029-05-29,0,Active
18319,14966,83620,Credit - Classic,2016-02-20,2021-02-18,0,Active
18320,3067,63703,Credit - Classic,2021-01-26,2026-01-25,50000,Active
18321,49577,7150,Debit,2018-12-08,2023-12-07,100000,Active
18322,14219,33006,Debit,2016-06-21,2021-06-20,50000,Active
18323,5678,1300,Debit,2017-01-28,2022-01-27,100000,Active
18324,8129,57051,Debit,2024-10-14,2029-10-13,0,Active
18325,8300,54417,Debit,2015-07-13,2020-07-11,25000,Active
18326,38954,84152,Credit - Platinum,2019-03-03,2024-03-01,0,Active
18327,46388,5548,Credit - Classic,2018-05-24,2023-05-23,25000,Active
18328,26633,37455,Debit,2023-11-05,2028-11-03,25000,Active
18329,41818,65408,Debit,2019-01-01,2023-12-31,0,Expired
18330,49796,55599,Credit - Platinum,2016-11-28,2021-11-27,50000,Active
18331,42142,52952,Credit - Classic,2024-01-18,2029-01-16,0,Blocked
