ticket_id,customer_id,issue_type,date_opened,date_resolved,status,satisfaction_score
2200,32845,App Login Issue,2025-09-03,2025-09-14,Resolved,2
2201,38369,App Login Issue,2020-03-19,2020-03-19,Resolved,2
2202,51263,Loan Query,2022-02-04,2022-02-15,Resolved,2
2203,39547,App Login Issue,2020-06-19,2020-07-04,Open,5
2204,29453,Wrong Debit,2023-01-07,2023-01-20,Resolved,1
2205,43266,Account Statement,2021-08-14,2021-08-28,Resolved,2
2206,22774,Cheque Bounce,2024-07-26,2024-07-29,Resolved,2
2207,42769,Account Statement,2021-01-13,2021-01-19,Resolved,2
2208,28104,Card Blocked,2019-06-05,2019-06-17,Resolved,1
2209,50360,Loan Query,2024-03-28,2024-04-04,Resolved,4
2210,9854,Fraud Report,2021-10-01,2021-10-12,Resolved,3
2211,37239,Card Blocked,2021-11-05,2021-11-10,Open,1
2212,25437,Net Banking Issue,2023-10-14,2023-10-16,Resolved,4
2213,48973,Fraud Report,2022-11-24,2022-12-06,Resolved,5
2214,21891,Account Statement,2020-04-03,2020-04-11,Open,2
2215,50912,Wrong Debit,2019-09-02,2019-09-11,Resolved,2
2216,56851,Net Banking Issue,2023-11-22,2023-12-10,Resolved,1
2217,43497,Loan Query,2022-11-24,2022-11-25,Open,2
2218,4506,App Login Issue,2023-10-25,2023-11-04,Resolved,4
2219,42796,Fraud Report,2024-04-05,2024-04-22,Resolved,2
2220,44384,App Login Issue,2021-04-14,2021-04-18,Resolved,1
2221,17436,App Login Issue,2019-02-15,2019-02-21,Escalated,2
2222,785,KYC Update,2025-05-17,2025-05-17,Resolved,2
2223,36063,Loan Query,2022-03-15,2022-03-23,Escalated,4
2224,2890,App Login Issue,2019-07-08,2019-07-15,Resolved,3
2225,54837,Interest Query,2023-12-09,2023-12-23,Resolved,2
2226,28070,KYC Update,2019-09-14,2019-09-23,Resolved,1
2227,50184,Interest Query,2025-08-24,2025-08-26,Resolved,5
2228,45946,Loan Query,2026-01-02,2026-01-21,Resolved,2
2229,37718,App Login Issue,2022-07-05,2022-07-14,Resolved,2
2230,42632,Cheque Bounce,2019-02-01,2019-02-02,Resolved,3
2231,6262,App Login Issue,2020-10-14,2020-10-27,Escalated,4
2232,47537,Cheque Bounce,2021-01-31,2021-01-31,Escalated,1
2233,107,Wrong Debit,2020-11-07,2020-11-12,Resolved,4
2234,34932,Loan Query,2019-05-29,2019-06-02,Resolved,4
2235,20825,Account Statement,2026-05-20,2026-06-06,Resolved,2
2236,46831,Loan Query,2021-10-19,2021-10-23,Resolved,3
2237,15649,KYC Update,2024-09-08,2024-09-20,Resolved,1
2238,2944,KYC Update,2022-02-13,2022-02-20,Escalated,5
2239,20326,App Login Issue,2021-07-31,2021-08-14,Resolved,1
2240,3609,KYC Update,2025-01-02,2025-01-20,Open,4
2241,23739,Interest Query,2020-01-06,2020-01-25,Resolved,1
2242,52690,App Login Issue,2019-08-14,2019-08-28,Resolved,2
2243,53590,Card Blocked,2019-05-16,2019-05-17,Resolved,4
2244,53408,Account Statement,2023-02-16,2023-02-24,Resolved,1
2245,36469,KYC Update,2025-09-18,2025-09-24,Resolved,4
2246,58755,Interest Query,2020-10-06,2020-10-21,Resolved,3
2247,42341,Wrong Debit,2019-10-17,2019-11-01,Resolved,4
2248,14240,Fraud Report,2025-03-06,2025-03-10,Resolved,5
2249,30652,Fraud Report,2026-05-06,2026-05-13,Resolved,5
2250,44903,Loan Query,2025-11-29,2025-12-16,Resolved,3
2251,43498,Net Banking Issue,2026-03-19,2026-04-02,Resolved,3
2252,29325,Wrong Debit,2025-10-27,2025-10-31,Resolved,3
2253,2706,App Login Issue,2025-08-25,2025-09-03,Resolved,2
2254,13881,Net Banking Issue,2019-06-01,2019-06-04,Resolved,4
2255,1953,Account Statement,2023-12-14,2023-12-19,Resolved,5
2256,6775,Fraud Report,2022-12-26,2022-12-26,Resolved,5
2257,42716,Fraud Report,2023-07-31,2023-08-15,Resolved,3
2258,50290,Interest Query,2020-01-29,2020-02-14,Resolved,1
2259,7038,App Login Issue,2022-07-22,2022-07-22,Resolved,3
2260,19773,Loan Query,2024-10-27,2024-11-11,Resolved,1
2261,41933,Loan Query,2022-11-17,2022-11-19,Resolved,3
2262,3244,Interest Query,2024-11-15,2024-11-20,Resolved,1
2263,17906,Account Statement,2024-02-26,2024-03-11,Escalated,1
2264,40354,Cheque Bounce,2019-05-11,2019-05-24,Resolved,4
2265,17349,App Login Issue,2023-01-29,2023-02-02,Escalated,1
2266,33093,Loan Query,2019-05-16,2019-05-22,Open,3
2267,26720,Net Banking Issue,2023-05-18,2023-06-02,Resolved,5
2268,54075,Fraud Report,2019-09-30,2019-10-03,Resolved,5
2269,29127,KYC Update,2024-08-06,2024-08-19,Resolved,1
2270,39893,KYC Update,2021-05-17,2021-05-27,Resolved,5
2271,20100,KYC Update,2023-11-08,2023-11-11,Resolved,2
2272,9856,KYC Update,2025-09-18,2025-09-23,Resolved,3
2273,44618,Net Banking Issue,2023-11-13,2023-11-19,Resolved,1
2274,26038,KYC Update,2020-07-15,2020-07-15,Escalated,4
2275,39199,Net Banking Issue,2023-03-05,2023-03-11,Resolved,4
2276,32714,Card Blocked,2020-02-04,2020-02-13,Resolved,4
2277,54096,Account Statement,2025-10-08,2025-10-16,Resolved,2
2278,33528,Net Banking Issue,2024-11-12,2024-11-12,Resolved,1
2279,25252,Interest Query,2023-08-31,2023-09-12,Resolved,5
2280,25081,KYC Update,2021-06-14,2021-06-22,Resolved,1
2281,58255,Net Banking Issue,2022-11-01,2022-11-19,Resolved,3
2282,32460,Card Blocked,2022-09-11,2022-09-16,Resolved,2
2283,18745,Interest Query,2025-03-08,2025-03-18,Resolved,2
2284,57103,Card Blocked,2022-02-18,2022-03-04,Resolved,1
2285,20124,Wrong Debit,2021-05-13,2021-06-01,Resolved,4
2286,18230,Card Blocked,2021-12-30,2022-01-11,Open,3
2287,15222,App Login Issue,2022-06-11,2022-06-22,Escalated,5
2288,40972,Wrong Debit,2025-03-05,2025-03-21,Resolved,2
2289,33332,Loan Query,2019-10-18,2019-10-27,Resolved,5
2290,34970,Wrong Debit,2024-06-01,2024-06-07,Resolved,1
2291,1905,KYC Update,2020-09-27,2020-10-10,Resolved,1
2292,19460,Fraud Report,2026-05-29,2026-05-29,Resolved,3
2293,41975,Card Blocked,2024-07-17,2024-07-29,Open,5
2294,50927,Fraud Report,2021-10-05,2021-10-14,Resolved,3
2295,24661,Cheque Bounce,2019-02-26,2019-03-13,Resolved,4
2296,47644,Loan Query,2023-01-16,2023-01-25,Resolved,1
2297,14528,Interest Query,2025-05-17,2025-05-23,Resolved,2
2298,16898,Net Banking Issue,2020-01-12,2020-01-19,Resolved,4
2299,55532,Account Statement,2024-03-11,2024-03-17,Resolved,2
2300,16567,Net Banking Issue,2024-10-08,2024-10-22,Resolved,5
2301,17998,Fraud Report,2020-03-23,2020-03-26,Escalated,1
2302,27869,Loan Query,2022-01-17,2022-02-03,Resolved,3
2303,21738,Account Statement,2023-04-01,2023-04-08,Resolved,1
2304,10865,KYC Update,2025-03-20,2025-03-30,Resolved,2
2305,25492,Card Blocked,2024-03-03,2024-03-19,Resolved,5
2306,9792,Account Statement,2025-11-03,2025-11-20,Resolved,1
2307,32645,KYC Update,2020-06-18,2020-07-05,Resolved,5
2308,30696,Fraud Report,2020-06-02,2020-06-15,Resolved,4
2309,17704,Net Banking Issue,2023-11-14,2023-11-14,Resolved,1
2310,19488,Account Statement,2024-09-18,2024-09-22,Resolved,4
2311,8476,Cheque Bounce,2025-01-16,2025-01-26,Resolved,1
2312,50359,Net Banking Issue,2022-11-21,2022-11-23,Resolved,2
2313,49651,Wrong Debit,2022-11-06,2022-11-18,Escalated,4
2314,48969,Account Statement,2024-12-28,2025-01-11,Resolved,1
2315,9859,Fraud Report,2023-12-08,2023-12-22,Escalated,3
2316,1436,Loan Query,2024-10-10,2024-10-14,Resolved,3
2317,56094,Cheque Bounce,2020-05-11,2020-05-25,Open,2
2318,53956,App Login Issue,2019-07-15,2019-07-17,Resolved,5
2319,4037,Net Banking Issue,2025-11-15,2025-11-26,Escalated,2
2320,45219,Fraud Report,2023-05-14,2023-05-17,Resolved,2
2321,5649,KYC Update,2025-07-14,2025-07-19,Resolved,5
2322,26703,Interest Query,2022-03-25,2022-03-28,Resolved,2
2323,5541,Account Statement,2026-05-21,2026-06-05,Resolved,2
2324,49662,Net Banking Issue,2021-04-21,2021-05-07,Resolved,2
2325,5102,KYC Update,2024-04-05,2024-04-24,Resolved,4
2326,25258,Cheque Bounce,2023-01-24,2023-02-01,Resolved,1
2327,1091,Interest Query,2020-04-17,2020-04-19,Resolved,3
2328,22500,Net Banking Issue,2024-06-25,2024-07-09,Resolved,2
2329,40533,Net Banking Issue,2024-05-03,2024-05-15,Resolved,5
2330,16160,Wrong Debit,2025-04-18,2025-04-20,Resolved,2
2331,11167,Fraud Report,2020-12-18,2020-12-31,Resolved,1
2332,26077,Card Blocked,2019-06-25,2019-07-02,Resolved,1
2333,13066,Card Blocked,2024-12-17,2024-12-19,Resolved,2
2334,18845,Cheque Bounce,2024-09-30,2024-09-30,Resolved,1
2335,8435,Cheque Bounce,2025-05-07,2025-05-21,Resolved,2
2336,33743,Net Banking Issue,2020-07-15,2020-08-02,Resolved,3
2337,58160,Account Statement,2021-03-08,2021-03-12,Resolved,1
2338,58799,Interest Query,2019-12-07,2019-12-25,Resolved,2
2339,58271,Fraud Report,2024-12-28,2025-01-13,Resolved,1
2340,33777,Interest Query,2021-06-23,2021-06-25,Resolved,2
2341,27123,Account Statement,2023-10-28,2023-11-15,Open,4
2342,52977,Account Statement,2021-05-25,2021-05-29,Resolved,2
2343,23928,Card Blocked,2023-08-27,2023-09-03,Open,3
2344,58738,Cheque Bounce,2019-08-08,2019-08-22,Resolved,2
2345,57573,Fraud Report,2022-03-28,2022-04-14,Resolved,4
2346,11737,Wrong Debit,2026-05-20,2026-05-26,Resolved,1
2347,25630,KYC Update,2021-02-09,2021-02-11,Resolved,2
2348,40820,Fraud Report,2026-01-23,2026-02-04,Resolved,3
2349,47956,Loan Query,2020-03-29,2020-04-11,Resolved,3
2350,25557,Account Statement,2025-04-20,2025-04-30,Resolved,5
2351,55246,KYC Update,2023-09-27,2023-10-09,Resolved,2
2352,23321,KYC Update,2024-08-04,2024-08-21,Resolved,1
2353,10480,Interest Query,2024-08-22,2024-09-07,Resolved,3
2354,45094,Fraud Report,2024-11-18,2024-11-26,Open,5
2355,158,App Login Issue,2025-04-13,2025-04-21,Escalated,2
2356,24695,KYC Update,2026-05-19,2026-05-30,Resolved,3
2357,14810,Wrong Debit,2019-10-31,2019-11-03,Open,2
2358,8341,App Login Issue,2021-10-22,2021-10-27,Resolved,2
2359,47979,Loan Query,2020-04-13,2020-04-27,Open,4
2360,37735,Fraud Report,2021-09-21,2021-09-27,Escalated,5
2361,31796,Account Statement,2023-12-02,2023-12-18,Resolved,1
2362,51841,Fraud Report,2022-03-14,2022-03-21,Open,2
2363,428,KYC Update,2019-02-05,2019-02-23,Resolved,2
2364,49400,Net Banking Issue,2025-05-17,2025-06-02,Resolved,2
2365,46723,Cheque Bounce,2024-09-05,2024-09-24,Resolved,4
2366,24539,KYC Update,2021-03-13,2021-03-23,Resolved,3
2367,14835,Account Statement,2023-01-25,2023-02-03,Open,1
2368,17904,Cheque Bounce,2026-03-16,2026-03-24,Open,4
2369,34454,Loan Query,2019-07-15,2019-07-29,Resolved,2
2370,19483,Fraud Report,2026-04-28,2026-05-02,Resolved,2
2371,4751,Loan Query,2020-02-05,2020-02-23,Resolved,5
2372,927,Interest Query,2024-07-06,2024-07-16,Resolved,3
2373,56743,App Login Issue,2021-02-02,2021-02-04,Resolved,5
2374,44620,KYC Update,2025-03-09,2025-03-10,Resolved,3
2375,48749,Loan Query,2025-01-08,2025-01-24,Resolved,3
2376,51488,Cheque Bounce,2019-06-16,2019-06-20,Resolved,1
2377,48877,Card Blocked,2025-04-19,2025-04-20,Resolved,5
2378,35024,Net Banking Issue,2024-04-19,2024-05-02,Resolved,2
2379,52058,Account Statement,2022-04-15,2022-05-01,Resolved,5
2380,30896,Net Banking Issue,2024-02-24,2024-03-10,Escalated,1
2381,2799,Card Blocked,2021-04-06,2021-04-16,Resolved,1
2382,21760,Cheque Bounce,2023-02-11,2023-02-19,Resolved,4
2383,1201,Loan Query,2020-11-12,2020-11-27,Resolved,1
2384,21037,Fraud Report,2026-04-21,2026-05-07,Open,1
2385,33605,KYC Update,2020-03-23,2020-04-09,Resolved,1
2386,21985,Net Banking Issue,2026-06-17,2026-06-29,Resolved,1
2387,33124,Card Blocked,2022-01-16,2022-01-30,Resolved,5
2388,7833,Loan Query,2019-04-27,2019-05-03,Resolved,5
2389,45257,Wrong Debit,2021-09-29,2021-09-30,Resolved,4
2390,10307,KYC Update,2023-09-21,2023-09-30,Resolved,5
2391,52814,Account Statement,2022-08-02,2022-08-02,Open,1
2392,52453,App Login Issue,2020-06-09,2020-06-10,Escalated,2
2393,50865,Wrong Debit,2022-12-17,2022-12-31,Resolved,4
2394,4528,Card Blocked,2021-11-04,2021-11-04,Resolved,5
2395,20912,Loan Query,2020-09-30,2020-10-10,Resolved,2
2396,34434,Net Banking Issue,2026-04-28,2026-05-17,Resolved,2
2397,38025,Interest Query,2025-07-03,2025-07-18,Resolved,5
2398,39713,Net Banking Issue,2020-07-19,2020-07-24,Open,1
2399,7373,App Login Issue,2025-09-13,2025-09-24,Resolved,2
2400,33626,Account Statement,2023-12-22,2023-12-27,Resolved,5
2401,51305,Loan Query,2022-04-09,2022-04-27,Resolved,1
2402,4685,KYC Update,2025-06-06,2025-06-11,Escalated,1
2403,11022,App Login Issue,2025-05-09,2025-05-25,Resolved,2
2404,33226,Fraud Report,2025-05-30,2025-05-31,Resolved,5
2405,13065,Fraud Report,2026-04-29,2026-04-29,Open,4
2406,43885,Loan Query,2023-12-18,2023-12-23,Resolved,3
2407,47006,Cheque Bounce,2021-10-28,2021-11-06,Open,2
2408,8394,Net Banking Issue,2026-02-02,2026-02-05,Resolved,2
2409,11801,Fraud Report,2020-04-11,2020-04-11,Resolved,2
2410,37345,Fraud Report,2025-08-01,2025-08-19,Resolved,5
2411,2768,Cheque Bounce,2023-01-13,2023-01-29,Open,1
2412,4952,Cheque Bounce,2025-07-24,2025-08-06,Resolved,1
2413,54144,Cheque Bounce,2022-02-08,2022-02-21,Escalated,1
2414,42797,Card Blocked,2020-08-10,2020-08-12,Open,5
2415,26037,Interest Query,2024-02-16,2024-02-17,Resolved,1
2416,54255,Loan Query,2021-10-09,2021-10-27,Escalated,1
2417,6165,Card Blocked,2023-03-22,2023-04-02,Open,4
2418,739,Loan Query,2023-07-31,2023-08-10,Resolved,1
2419,24086,Card Blocked,2022-12-04,2022-12-04,Resolved,2
2420,617,Net Banking Issue,2023-10-16,2023-10-31,Resolved,4
2421,13051,Cheque Bounce,2019-01-09,2019-01-15,Resolved,1
2422,18654,Cheque Bounce,2021-03-16,2021-03-24,Escalated,1
2423,23486,Fraud Report,2019-07-28,2019-08-10,Open,1
2424,17638,Fraud Report,2020-02-01,2020-02-13,Open,3
2425,25773,Wrong Debit,2025-06-01,2025-06-02,Resolved,4
2426,37801,Account Statement,2019-04-08,2019-04-26,Open,5
2427,54248,Cheque Bounce,2026-01-30,2026-02-01,Resolved,1
2428,30,Wrong Debit,2025-05-12,2025-05-25,Resolved,2
2429,12251,Fraud Report,2024-11-19,2024-11-26,Resolved,3
2430,3453,KYC Update,2021-10-30,2021-10-31,Resolved,1
2431,24307,App Login Issue,2022-12-29,2023-01-03,Resolved,4
2432,54633,Loan Query,2022-05-20,2022-05-29,Resolved,2
2433,20342,Fraud Report,2025-02-10,2025-02-15,Resolved,5
2434,26997,Loan Query,2019-01-11,2019-01-17,Resolved,5
2435,9232,App Login Issue,2024-10-28,2024-11-14,Resolved,1
2436,58618,Net Banking Issue,2025-02-24,2025-02-25,Escalated,1
2437,57159,KYC Update,2022-10-07,2022-10-24,Resolved,2
2438,19090,Loan Query,2020-10-06,2020-10-17,Resolved,2
2439,42670,Card Blocked,2020-03-31,2020-04-10,Resolved,4
2440,32994,KYC Update,2025-07-14,2025-07-16,Resolved,1
2441,36557,KYC Update,2026-06-12,2026-06-17,Resolved,2
2442,16859,Wrong Debit,2025-06-12,2025-06-26,Resolved,3
2443,12442,Fraud Report,2019-01-15,2019-01-19,Open,3
2444,49063,Loan Query,2024-04-22,2024-05-11,Escalated,3
2445,47576,Loan Query,2022-03-30,2022-04-11,Resolved,3
2446,28759,KYC Update,2019-04-13,2019-04-14,Resolved,5
2447,48704,Interest Query,2024-08-06,2024-08-17,Resolved,3
2448,47544,Interest Query,2024-04-21,2024-04-28,Escalated,5
2449,42071,Cheque Bounce,2020-02-05,2020-02-16,Resolved,2
2450,55558,Loan Query,2024-01-25,2024-02-02,Resolved,3
2451,3153,Loan Query,2020-02-04,2020-02-13,Resolved,4
2452,46911,Cheque Bounce,2024-09-25,2024-10-14,Resolved,5
2453,41297,KYC Update,2020-11-18,2020-11-21,Resolved,2
2454,51610,Net Banking Issue,2020-01-26,2020-02-06,Resolved,1
2455,25592,Cheque Bounce,2021-01-21,2021-01-21,Resolved,3
2456,31631,Loan Query,2021-07-29,2021-08-02,Resolved,5
2457,17142,Cheque Bounce,2024-03-12,2024-03-15,Open,3
2458,44213,Cheque Bounce,2026-01-17,2026-01-31,Resolved,1
2459,3564,App Login Issue,2020-08-31,2020-09-10,Resolved,2
2460,16895,Cheque Bounce,2019-08-28,2019-09-06,Resolved,1
2461,1578,Loan Query,2026-04-26,2026-05-13,Resolved,5
2462,18430,Account Statement,2019-09-22,2019-09-26,Resolved,2
2463,59082,Loan Query,2023-07-09,2023-07-28,Resolved,1
2464,16732,Cheque Bounce,2020-06-27,2020-06-30,Escalated,1
2465,37340,Card Blocked,2024-10-13,2024-10-16,Open,5
2466,21883,App Login Issue,2024-05-13,2024-05-14,Resolved,4
2467,57298,Net Banking Issue,2023-03-28,2023-04-10,Resolved,3
2468,21004,App Login Issue,2021-07-28,2021-08-04,Resolved,3
2469,20006,Fraud Report,2019-03-24,2019-03-25,Resolved,5
2470,45875,Net Banking Issue,2023-09-07,2023-09-09,Resolved,2
2471,50105,KYC Update,2019-09-09,2019-09-28,Resolved,1
2472,45029,App Login Issue,2024-02-21,2024-03-09,Resolved,4
2473,47797,Interest Query,2021-05-20,2021-05-30,Resolved,4
2474,7102,Net Banking Issue,2021-03-09,2021-03-20,Resolved,1
2475,11794,KYC Update,2026-06-17,2026-07-01,Escalated,4
2476,14859,Account Statement,2024-10-24,2024-10-31,Resolved,4
2477,30276,KYC Update,2020-02-01,2020-02-16,Resolved,3
2478,41846,Loan Query,2022-03-09,2022-03-16,Open,1
2479,6107,Cheque Bounce,2021-09-09,2021-09-19,Resolved,2
2480,34003,Card Blocked,2024-11-20,2024-12-02,Open,1
2481,35602,Interest Query,2023-06-01,2023-06-11,Resolved,1
2482,47358,Wrong Debit,2026-03-31,2026-04-13,Escalated,1
2483,43695,Net Banking Issue,2020-10-24,2020-11-05,Open,1
2484,56173,KYC Update,2024-03-16,2024-04-02,Resolved,2
2485,16900,Fraud Report,2021-01-07,2021-01-12,Escalated,5
2486,45434,Cheque Bounce,2022-12-21,2023-01-07,Resolved,3
2487,15708,KYC Update,2025-06-08,2025-06-11,Resolved,1
2488,15098,Fraud Report,2025-05-13,2025-05-16,Resolved,3
2489,16209,App Login Issue,2021-01-12,2021-01-13,Resolved,1
2490,55999,Card Blocked,2022-05-21,2022-06-09,Resolved,1
2491,39433,Loan Query,2022-10-04,2022-10-17,Resolved,1
2492,18197,Wrong Debit,2025-05-16,2025-05-28,Resolved,2
2493,25861,Interest Query,2025-04-23,2025-04-25,Resolved,3
2494,54545,App Login Issue,2023-08-19,2023-09-07,Resolved,2
2495,37308,Account Statement,2022-07-21,2022-07-30,Resolved,3
2496,6991,KYC Update,2024-05-30,2024-06-04,Resolved,4
2497,34343,Net Banking Issue,2019-02-26,2019-03-07,Resolved,2
2498,57644,Card Blocked,2020-02-02,2020-02-19,Resolved,2
2499,790,Net Banking Issue,2020-11-14,2020-12-02,Resolved,1
2500,36185,Fraud Report,2024-01-21,2024-02-01,Resolved,3
2501,12099,Card Blocked,2026-05-14,2026-06-02,Resolved,2
2502,1384,Wrong Debit,2026-03-08,2026-03-13,Resolved,2
2503,3244,App Login Issue,2023-01-15,2023-01-30,Open,4
2504,10111,Card Blocked,2022-08-03,2022-08-08,Resolved,1
2505,43756,Net Banking Issue,2020-06-18,2020-06-30,Resolved,5
2506,52648,Account Statement,2021-08-22,2021-08-22,Escalated,2
2507,52645,KYC Update,2020-03-21,2020-04-03,Resolved,5
2508,48949,Net Banking Issue,2021-05-14,2021-05-18,Open,3
2509,33146,Card Blocked,2020-05-21,2020-05-25,Open,3
2510,22848,Card Blocked,2026-01-21,2026-02-03,Resolved,2
2511,15254,Loan Query,2023-11-28,2023-12-01,Resolved,1
2512,34097,Cheque Bounce,2020-04-24,2020-05-08,Open,3
2513,16071,Fraud Report,2023-11-27,2023-11-27,Resolved,5
2514,54303,Interest Query,2023-12-08,2023-12-23,Resolved,5
2515,2986,App Login Issue,2021-05-09,2021-05-21,Resolved,5
2516,45558,Account Statement,2025-07-27,2025-08-07,Resolved,5
2517,30625,Account Statement,2024-12-06,2024-12-11,Resolved,4
2518,43379,Interest Query,2026-01-22,2026-01-24,Resolved,1
2519,33266,Interest Query,2021-07-29,2021-08-08,Escalated,1
2520,9492,Card Blocked,2020-05-18,2020-06-01,Escalated,3
2521,9545,Account Statement,2022-09-26,2022-10-07,Resolved,4
2522,36534,Loan Query,2025-01-09,2025-01-11,Resolved,2
2523,35637,Wrong Debit,2024-10-10,2024-10-26,Resolved,2
2524,34289,Wrong Debit,2020-02-18,2020-02-29,Resolved,5
2525,32301,Net Banking Issue,2024-12-15,2024-12-21,Resolved,4
2526,38946,App Login Issue,2023-10-25,2023-11-13,Open,4
2527,40947,Wrong Debit,2020-12-29,2020-12-31,Resolved,3
2528,35274,KYC Update,2023-09-27,2023-10-05,Resolved,5
2529,15628,Wrong Debit,2023-08-17,2023-08-29,Resolved,4
2530,51507,Interest Query,2019-06-27,2019-07-07,Resolved,5
2531,54390,Account Statement,2025-06-27,2025-06-29,Resolved,1
2532,37950,Loan Query,2026-03-20,2026-03-24,Resolved,4
2533,971,Wrong Debit,2022-01-05,2022-01-08,Resolved,5
2534,12923,App Login Issue,2023-09-02,2023-09-10,Resolved,5
2535,3528,Fraud Report,2020-08-18,2020-08-24,Resolved,5
2536,39880,Card Blocked,2025-10-20,2025-10-24,Open,2
2537,37631,App Login Issue,2023-05-09,2023-05-17,Resolved,4
2538,31998,Account Statement,2024-09-16,2024-09-27,Open,2
2539,36666,Cheque Bounce,2022-09-21,2022-10-07,Resolved,4
2540,46328,App Login Issue,2026-04-08,2026-04-24,Resolved,3
2541,14329,Account Statement,2026-03-10,2026-03-19,Resolved,1
2542,36678,Account Statement,2020-05-11,2020-05-22,Resolved,4
2543,40336,Wrong Debit,2021-02-15,2021-02-17,Escalated,2
2544,5372,Fraud Report,2019-11-07,2019-11-19,Resolved,2
2545,58299,Wrong Debit,2024-10-27,2024-10-29,Resolved,1
2546,57922,Interest Query,2025-08-01,2025-08-04,Resolved,4
2547,14024,App Login Issue,2022-09-22,2022-09-22,Resolved,3
2548,1883,Card Blocked,2023-01-28,2023-02-05,Resolved,2
2549,3473,Card Blocked,2022-06-26,2022-07-07,Resolved,3
2550,1026,KYC Update,2022-08-27,2022-09-10,Resolved,4
2551,13547,App Login Issue,2022-10-14,2022-10-28,Resolved,3
2552,3398,Cheque Bounce,2019-05-13,2019-05-19,Escalated,2
2553,49871,Wrong Debit,2026-05-24,2026-06-03,Resolved,1
2554,55285,Wrong Debit,2023-01-16,2023-01-17,Resolved,2
2555,12958,Cheque Bounce,2024-04-14,2024-04-16,Resolved,4
2556,29485,Net Banking Issue,2021-01-09,2021-01-12,Resolved,1
2557,42435,Loan Query,2024-10-23,2024-11-06,Resolved,2
2558,50304,App Login Issue,2021-04-09,2021-04-28,Resolved,1
2559,23109,Interest Query,2021-11-12,2021-11-18,Resolved,3
2560,35934,Account Statement,2022-12-21,2022-12-31,Open,2
2561,32709,KYC Update,2022-01-08,2022-01-24,Resolved,4
2562,3086,Cheque Bounce,2024-02-02,2024-02-17,Resolved,3
2563,38820,Cheque Bounce,2023-02-08,2023-02-21,Resolved,1
2564,26074,Card Blocked,2019-06-18,2019-07-06,Resolved,5
2565,13412,Fraud Report,2024-04-01,2024-04-05,Resolved,4
2566,5582,KYC Update,2022-03-20,2022-03-22,Open,1
2567,35746,Interest Query,2021-10-17,2021-10-20,Resolved,1
2568,41948,Wrong Debit,2024-03-26,2024-04-02,Resolved,5
2569,16375,KYC Update,2021-08-02,2021-08-19,Resolved,4
2570,30557,Account Statement,2022-01-19,2022-01-25,Resolved,4
2571,612,KYC Update,2022-02-01,2022-02-01,Resolved,5
2572,43367,Interest Query,2021-09-20,2021-09-30,Resolved,3
2573,35088,Wrong Debit,2024-08-22,2024-08-22,Resolved,5
2574,48131,Wrong Debit,2019-09-09,2019-09-11,Resolved,5
2575,39404,Wrong Debit,2021-08-26,2021-09-11,Resolved,1
2576,25223,Wrong Debit,2022-03-03,2022-03-03,Resolved,2
2577,8145,KYC Update,2020-05-06,2020-05-08,Resolved,4
2578,25034,Account Statement,2020-04-12,2020-04-18,Resolved,5
2579,32295,Card Blocked,2024-04-24,2024-05-05,Escalated,4
2580,10450,KYC Update,2025-10-29,2025-11-06,Resolved,4
2581,22525,Loan Query,2024-03-05,2024-03-06,Resolved,2
2582,36170,Card Blocked,2022-09-08,2022-09-25,Escalated,5
2583,5817,Cheque Bounce,2020-01-23,2020-01-25,Resolved,2
2584,2089,Interest Query,2025-04-17,2025-04-24,Resolved,2
2585,20521,Card Blocked,2021-10-12,2021-10-15,Resolved,3
2586,44915,Fraud Report,2024-01-17,2024-01-19,Open,1
2587,42608,Fraud Report,2023-05-27,2023-05-29,Resolved,4
2588,55249,Fraud Report,2025-05-10,2025-05-24,Open,3
2589,56643,App Login Issue,2022-08-11,2022-08-16,Resolved,5
2590,38539,Account Statement,2021-04-08,2021-04-10,Resolved,5
2591,24451,Interest Query,2022-05-16,2022-05-30,Resolved,4
2592,37184,Fraud Report,2021-06-22,2021-07-04,Resolved,3
2593,52708,Wrong Debit,2021-08-10,2021-08-14,Resolved,3
2594,44741,Fraud Report,2021-07-25,2021-08-07,Escalated,5
2595,5547,KYC Update,2025-10-07,2025-10-08,Resolved,2
2596,15085,Card Blocked,2025-10-04,2025-10-07,Resolved,5
2597,10464,Interest Query,2023-12-16,2024-01-04,Resolved,4
2598,31436,Interest Query,2021-11-12,2021-11-23,Resolved,3
2599,35271,Loan Query,2022-01-15,2022-01-16,Escalated,1
2600,48232,Loan Query,2020-08-23,2020-08-27,Resolved,1
2601,32502,KYC Update,2023-07-27,2023-08-01,Resolved,1
2602,8407,Fraud Report,2025-09-18,2025-09-27,Open,5
2603,32364,Cheque Bounce,2019-01-15,2019-01-17,Resolved,5
2604,6989,Cheque Bounce,2026-02-15,2026-02-23,Resolved,4
2605,54505,Interest Query,2019-07-20,2019-07-29,Resolved,4
2606,22367,Cheque Bounce,2019-08-17,2019-08-28,Open,5
2607,59688,Interest Query,2020-11-29,2020-12-02,Resolved,5
2608,43102,Wrong Debit,2024-08-10,2024-08-22,Resolved,1
2609,11962,Card Blocked,2020-09-12,2020-09-17,Resolved,2
2610,57406,Cheque Bounce,2024-10-08,2024-10-10,Resolved,4
2611,33692,Fraud Report,2025-04-13,2025-04-13,Resolved,2
2612,17073,Fraud Report,2024-12-07,2024-12-19,Resolved,1
